speaker,occupation,introduction,profile,Gender_auto,MaleScore,FemaleScore,NonBinaryScore,Gender_handcheck
Amy Tan,Novelist,"Amy Tan is the author of such beloved books as The Joy Luck Club, The Kitchen God's Wife and The Hundred Secret Senses.","Why you should listen
Born in the US to immigrant parents from China, Amy Tan rejected her mother's expectations that she become a doctor and concert pianist. She chose to write fiction instead. Her much-loved, best-selling novels have been translated into 35 languages. In 2008, she wrote a libretto for The Bonesetter's Daughter, which premiered that September with the San Francisco Opera.Tan was the creative consultant for Sagwa, the Emmy-nominated PBS series for children, and she has appeared as herself on The Simpsons. She's the lead rhythm dominatrix, backup singer and second tambourine with the Rock Bottom Remainders, a literary garage band that has raised more than a million dollars for literacy programs.
What others say

“[She] has a wonderful eye for what is telling, a fine ear for dialogue, a deep empathy for her subject matter and a guilelessly straightforward way of writing.” — Orville Schell, New York Times",female,0.0,8.0,0.0,female
They Might Be Giants,Band,"John Linnell and John Flansburgh are They Might Be Giants: multi-instrumental, tech-savvy and implacably prolific, they are the musicians of choice of geeks, tinkerers and curious kids of all ages.","Why you should listen
Geek-pop maestros John Linnell and John Flansburgh of They Might Be Giants can count inspired adults, inquisitive children, casual pop listeners and underground connoisseurs as equals among their fan base. From their origins in New York City's alternative rock scene in the 1980s to the children's entertainment industry 20 years later, they've been crafting quirky, lore-filled tunes which, despite their capricious instrumentation, remain catchy, effervescent, enduring -- and almost defiantly accessible.As the first major-label band to release an album in exclusively MP3 format, They Might Be Giants are no strangers to offbeat, tech-centric projects. For their album Apollo 18 (named for a nonexistent moon mission), NASA dubbed them the ""Musical Ambassadors"" for International Space Year in 1992 -- while their Dial-A-Song answering machine is the stuff of D.I.Y. music legend. They continue to give away video and audio from live shows, write and distribute new, free songs frequently, and their list of ingenious projects is endless.",non-binary,0.0,0.0,12.0,
Brian Cox,Physicist ,"Physicist Brian Cox has two jobs: working with the Large Hadron Collider at CERN, and explaining big science to the general public. He's a professor at the University of Manchester.","Why you should listen
Based at the University of Manchester, Brian Cox works at CERN in Geneva on the ATLAS experiment, studying the forward proton detectors for the Large Hadron Collider  there. He's a professor at the University of Manchester, working in the High Energy Physics group, and is a research fellow of the Royal Society. He's also become a vital voice in the UK media for explaining physics to the public. With his rockstar hair and accessible charm, he's the go-to physicist for explaining heady concepts on British TV and radio. (If you're in the UK, watch him on The Big Bang Machine.) He was the science advisor for the 2007 film Sunshine. He answers science questions every Friday on BBC6 radio's Breakfast Show.
What others say

“If people don’t have an understanding of what science is and what scientists do, then they can tend to think that global warming, for example, is just a matter of opinion.” — Brian Cox in Seed magazine",male,4.0,0.0,1.0,male
Paul Stamets,Mycologist,"Paul Stamets believes that mushrooms can save our lives, restore our ecosystems and transform other worlds.","Why you should listen
Entrepreneurial mycologist Paul Stamets seeks to rescue the study of mushrooms from forest gourmets and psychedelic warlords. The focus of Stamets' research is the Northwest's native fungal genome, mycelium, but along the way he has filed 22 patents for mushroom-related technologies, including pesticidal fungi that trick insects into eating them, and mushrooms that can break down the neurotoxins used in nerve gas.There are cosmic implications as well. Stamets believes we could terraform other worlds in our galaxy by sowing a mix of fungal spores and other seeds to create an ecological footprint on a new planet.
What others say

“Once you’ve heard 'renaissance mycologist' Paul Stamets talk about mushrooms, you'll never look at the world -- not to mention your backyard -- in the same way again.” — Linda Baker, Salon.com",male,1.0,0.0,1.0,male
Paul Ewald,Evolutionary biologist,"After years of studying illness from the germs' point of view, microbiologist Paul Ewald believes that Big Pharma is wrong about some very big issues. What's right? The leader in evolutionary medicine posits radical new approaches.","Why you should listen
Paul Ewald has a problem with modern medicine: It ignores the fact that many diseases of unknown origin can be linked to slow-growing infections caused by viruses, bacteria and other microorganisms.Ewald -- whose theory stems from both a formal education in biological sciences, ecology, and evolution, and a personal bout with diarrhea in the 1970s -- aims to change this thinking. To that end, he has written popular news articles, academic papers, and two books (Evolution of Infectious Disease and Plague Time) that explain and expand his idea. Ewald is regarded as the leading expert in the emerging field of evolutionary medicine. He directs the evolutionary medicine program in the Biology department at the University of Louisville, Kentucky, and lectures worldwide.Among other honors, Ewald was the first recipient of the Smithsonian Institution's George E. Burch Fellowship in Theoretic Medicine and Affiliated Sciences, which was established to foster pioneering work in health sciences.
What others say

“Ewald smashe[s] the old, and unfortunately still widely accepted, notion that parasites and their hosts inevitably evolve toward a benign coexistence.” — Scientific American",undetected,3.0,0.0,2.0,
Michael Moschen,Juggler,"Quite simply, Michael Moschen has revolutionized juggling, refining it into an art and a bit of a science. With a few flying balls and well-chosen props he will completely re-wire your notions of the physically possible.","Why you should listen
A high school dropout turned MacArthur ""genius grant"" recipient, Michael Moschen is an art juggler, spawning scores of imitators and an entire methodology of crystal-ball juggling he likes to call Dynamic Manipulation. (The previously mentioned imitators call it ""Contact Juggling,"" a term that Moschen himself despises.) With a penchant for discipline, choreography, and catching flying balls -- and using props that include flaming torches, hoops, rods, and a ten-foot plastic triangle enclosure within which he stands, bouncing balls against the sides to achieve incredible patterns and velocities -- he creates illusions of speed and light that push the envelope of what is possible within this age-old circus art. Many of his techniques and routines are showcased in In Motion with Michael Moschen, a program produced in 1991 for National Public Television's Great Performances series.
What others say

“Mr. Moschen is a juggler. But that simple statement, though accurate, fails to do justice to the enchantment of his presentation. Mr. Moschen turns juggling into a fine art, so that it grows akin to dance ...  Mr. Moschen creates what could be called a visual music in space with his juggling.” — New York Times",male,8.0,0.0,0.0,male
Joshua Klein,Hacker,"Joshua Klein is a fervent hacker of all things, including wet, pulpy systems like animals and people and the way they behave.","Why you should listen
Joshua Klein will hack anything that moves -- his list includes ""social systems, computer networks, institutions, consumer hardware and animal behavior."" His latest project, though charmingly low-tech, has amazing implications for the human-animal interface. Right now, Klein is working at Frog Design as a Principle Technologist, while developing mobile/social applications, health care-related systems and other tools that improve people's lives. He's the author of the novel Roo'd, which was the first modern book (after Tarzan) to be ported to the iPhone.
What others say

“Klein envisions a new symbiotic relationship between these intelligent birds and the humans that encroach on their habitat. ... Why not turn a longstanding rivalry between man and crow into something that profits both species?” —",undetected,2.0,0.0,2.0,
Alisa Miller,"CEO, Public Radio International (PRI)","As the CEO of Public Radio International, Alisa Miller works to bring the most significant news stories to millions  — empowering Americans with the knowledge to make choices in an interconnected world.","Why you should listen
Alisa Miller wants to define the future of how people will engage with storytelling and technology. She's CEO of PRI, Public Radio International, and is leading the organization’s transformation from a creator and distributor of news and audio into a multiplatform medium that informs and enables millions of people to act on stories that move them. An advocate for global perspectives in the news, she recently launched the Across Women's Lives Initiative at the Clinton Global Initiative to increase news coverage and engagement around global women’s issues.BONUS: Watch Alisa Miller's talk ""We need more women represented in media"" on the TED Archive.      ",female,0.0,1.0,1.0,female
Robert Ballard,Oceanographer,"On more than 120 deep-sea expeditions, Robert Ballard has made many major natural discoveries, such as the deep-sea vents. Oh, and he found the Titanic.","Why you should listen
From an early age, Robert Ballard was intrigued by the deep. He's perhaps best-known for his work in underwater archaeology; in addition to Titanic, he has found the wrecks of the Bismarck, the USS Yorktown, the nuclear sub Thresher (on a top-secret mission for the Navy  -- for which the Titanic was his cover story) and John F. Kennedy's PT-109. His contributions to our scientific knowledge of the ocean is just as awe-inspiring. He was in the first team of humans to view the deep-sea vents, and to understand how life can not only survive but thrive in these deep black waters, under extreme pressure and at extreme temperature.  He's also a powerful storyteller and a passionate scientific educator. He founded the Institute for Exploration and has pioneered distance learning in classrooms around the world. Through his JASON Project, 1.7 million students a year join scientists virtually as they experience the thrill of exploration and discovery.
What others say

“Mr. Ballard has long been blessed with the special luck of a successful explorer as well as the special knowledge of a leading scientist.” — New York Times",male,8.0,0.0,1.0,male
Yves Behar,Designer,"Yves Behar has produced some of the new millennium's most coveted objects, like the Leaf lamp, the Jawbone headset, and the XO laptop for One Laptop per Child.","Why you should listen
Over the past decade, Yves Behar and his firm fuseproject  have become the design group that companies turn to for a game-changing idea. Take the re-invention of the Bluetooth headset, for one; or the re-envigoration of the venerable but dowdy Birkenstock  line; or Behar's LED-chic Leaf lamp  for Herman Miller.And yes, Behar and fuseproject are the people who put the green bunny ears on the XO laptop -- and are redesigning the next-gen XOXO laptop due in 2010. This quirky but deeply felt project encapsulates much of his recent work, fusing gotta-have-it design with a mission of social responsibility.
What others say

“[Behar] has the ability to strip something down to its basic functional logic and then apply a set of emotional and aesthetic considerations to create something unique. It's an art.” — Chris Hacker, chief design officer at Johnson & Johnson",male,2.0,0.0,1.0,male
Arthur Ganson,Sculptor,Arthur Ganson's kinetic metal sculptures mix high art with gearhead humor. He's also the inventor of the kids' construction toy Toobers & Zots.,"Why you should listen
A modern-day creator of ""twittering machines,"" Arthur Ganson uses simple, plain materials to build witty mechanical art. But the wit is not simply about Rube Goldberg-ian chain-reaction gags (though you'll find a few of those). His work examines the quiet drama of physical motion, whether driven by a motor or by the actions of the viewer. Notions of balance, of rising and falling, of action and reaction and consequence, play themselves out in wire and steel and plastic.Ganson has been an artist-in-residence at MIT (where the Lemelson-MIT Award Program named him an Inventor of the Week, and where his show ""Gestural Engineering"" is ongoing) and has shown his work at art and science museums around the world -- including the legendary ""Machine with Concrete,"" which will put on quite a show ... in 2 trillion years.
What others say

“Ganson's work isn't ruled by a clockwork philosophy; it is open to whatever truths about life and motion his wires, motors, oil, and chains will lend themselves to. His pieces are not, like de Vaucanson's duck, scrupulous mechanical copies of living things, but are instead suggestive -- or, as Ganson puts it, ""gestural,"" frequently grounded in biological and bodily processes but never limited to them.” — Harvey Blume, the Atlantic",male,6.0,0.0,0.0,male
Paul Collier,Economist,"Paul Collier’s book The Bottom Billion shows what is happening to the poorest people in the world, and offers ideas for opening up opportunities to all.","Why you should listen
Paul Collier studies the political and economic problems of the very poorest countries: 50 societies, many in sub-Saharan Africa, that are stagnating or in decline, and taking a billion people down with them. His book The Bottom Billion identifies the four traps that keep such countries mired in poverty, and outlines ways to help them escape, with a mix of direct aid and external support for internal change.From 1998 to 2003, Collier was the director of the World Bank's Development Research Group; he now directs the Centre for the Study of African Economies at Oxford, where he continues to advise policymakers.
What others say

“Collier sheds much light on how the world should tackle its biggest moral challenge. [He] shows, too, how far western governments and other external actors are from currently giving the sort of help these countries desperately need.” — Martin Wolf, Financial Times",male,4.0,0.0,2.0,male
Susan Blackmore,Memeticist,"Susan Blackmore studies memes — those self-replicating ""life forms"" that spread themselves via human consciousness. We're now headed, she believes, toward a new form of meme, spread by the technology we've created.","Why you should listen
Susan Blackmore is dedicated to understanding the scientific nature of consciousness. Her latest work centers on the existence of memes  -- little bits of knowledge, lore, habit that seem to spread themselves using human brains as mere carriers. She's exploring the existence of a new class of meme, spread by human technology. It's temporarily named the ""teme.""She has written about memes, consciousness, and near-death experiences; has appeared on the British Big Brother to discuss the psychology of the participants; and writes for the Guardian UK.
What others say

“She took Richard Dawkins' intuition about memes (ideas that, like genes, take a life of their own) and turned it into a fully fledged theory.” — Bruno Giussani, TED Blog",female,0.0,2.0,1.0,female
Nathan Myhrvold,Polymath,"Nathan Myhrvold is a professional jack-of-all-trades. After leaving Microsoft in 1999, he's been a world barbecue champion, a wildlife photographer, a chef, a contributor to SETI, and a volcano explorer.","Why you should listen
Since leaving his post as Microsoft's Chief Technology Officer in 1999 (with fortune in tow), Nathan Myhrvold has been a professional exemplar of the spirit of the ""Renaissance Man,"" proudly following his interests wherever they've led. His dispersed passions have triggered an impressive list of accomplishments, including world barbecue championships, major archeological finds (several Tyrannosaurus rex skeletons), prize-winning wildlife photography, building a section of Babbage's Difference Engine #2, s, and a new and consuming interest in the sous-vide cooking technique. Malcolm Gladwell's 2008 New Yorker profile of him  revealed an impish but truly inspired character whose latest company, Intellectual Ventures -- which brainstorms and patents a wide array of inventions --  has been accused in some quarters of acting like a 'patent troll' but is described by Myhrvold as ""a disruptive organization providing  an efficient way for patent holders to get paid for the inventions they own, and... for technology companies to gain easy access to the invention rights they need."" After funding big-vision projects such as the Allen Telescope Array, exploring active volcanoes and investigating penguin digestion, Myhrvold insists that his hobbies aren't as discursive as they seem. They do have a common denominator, after all: him.
What others say

“He is gregarious, enthusiastic, and nerdy on an epic scale.” — Malcolm Gladwell",undetected,6.0,0.0,4.0,
Chris Jordan,Artist,"Chris Jordan runs the numbers on modern American life — making large-format, long-zoom artwork from the most mindblowing data about our stuff.","Why you should listen
Photographer Chris Jordan trains his eye on American consumption. His 2003-05 series ""Intolerable Beauty"" examines the hypnotic allure of the sheer amount of stuff we make and consume every day: cliffs of baled scrap, small cities of shipping containers, endless grids of mass-produced goods.His 2005 book In Katrina's Wake: Portraits of Loss from an Unnatural Disaster is a chilling, unflinching look at the toll of the storm. And his latest series of photographs, ""Running the Numbers,"" gives dramatic life to statistics of US consumption. Often-heard factoids like ""We use 2 million plastic bottles every 5 minutes"" become a chilling sea of plastic that stretches beyond our horizon. In April 2008, Jordan traveled around the world with National Geographic as an international eco-ambassador for Earth Day 2008.
What others say

“As you walk up close, you can see that the collective is only made up of lots and lots of individuals. There is no bad consumer over there somewhere who needs to be educated. There is no public out there who needs to change. It's each one of us.” — Chris Jordan on Bill Moyers Journal",male,3.0,0.0,0.0,male
Adam Grosser,Venture capitalist,Adam Grosser is a general partner at Foundation Capital — and a refrigeration visionary.,"Why you should listen
Adam Grosser is a venture capitalist, working with startups that are exploring new ideas in data communications, electronics and energy management. With a background in engineering and entertainment, he enjoys looking for opportunities that map over a few of his passions -- which also include greentech.His passion for a sustainable solution to refrigeration -- for storing food and medicines -- led to the project he describes in his 2007 TEDTalk.   ",male,4.0,0.0,0.0,male
Benjamin Zander,Conductor,"A leading interpreter of Mahler and Beethoven, Benjamin Zander is known for his charisma and unyielding energy — and for his brilliant pre-concert talks.","Why you should listen
Since 1979, Benjamin Zander has been the conductor of the Boston Philharmonic. He is known around the world as both a guest conductor and a speaker on leadership -- and he's been known to do both in a single performance. He uses music to help people open their minds and create joyful harmonies that bring out the best in themselves and their colleagues.His provocative ideas about leadership are rooted in a partnership with Rosamund Stone Zander, with whom he co-wrote The Art of Possibility.
What others say

“Arguably the most accessible communicator about classical music since Leonard Bernstein, Zander moves audiences with his unbridled passion and enthusiasm.” — Sue Fox, London Sunday Times",male,6.0,0.0,2.0,male
Nellie McKay,Singer/songwriter,"Nellie McKay sings, croons, raps, grooves and — barks? — to glowing critical acclaim.","Why you should listen
Playful, quirky, hilarious, endearing: not attributes of your typical political agitator. But singer-songwriter-producer-activist Nellie McKay merits the description. Her music is whimsical, colorful, catchy and as engaging as it is restless. Toying with antique genres and yet undeniably contemporary, it flirts with multiple styles of delivery while maintaining a sharp social conscience.For these and other eccentricities, McKay has gained a devoted fan following. On stage and off, she's an outspoken advocate of animal rights, a friend and ally to any arch political quip and -- lucky for us -- artistically uncompromising. After cutting two major-label records, her own indie label, Hungry Mouse, produced her latest, Obligatory Villagers.
What others say

“McKay crafts piano-based standards that bristle with smart, thorny lyrics and address everything from cloning to pet adoption, and she delivers them with lingering languor, then rat-a-tat bravado.” — Entertainment Weekly",female,0.0,4.0,1.0,female
Peter Diamandis,Space activist,"Peter Diamandis runs the X Prize Foundation, which offers large cash incentive prizes to inventors who can solve grand challenges like space flight, low-cost mobile medical diagnostics and oil spill cleanup. He is the chair of Singularity University, which teaches executives and grad students about exponentially growing technologies.","Why you should listen
Watch the live onstage debate with Paul Gilding that followed Peter Diamandis' 2012 TEDTalk >>  Peter Diamandis is the founder and chair of the X Prize Foundation, a nonprofit whose mission is simply ""to bring about radical breakthroughs for the benefit of humanity."" By offering a big cash prize for a specific accomplishment, the X Prize stimulates competition and excitement around some of the planet's most important goals. Diamandis is also co-founder and chairman of Singularity University which runs Exponential Technologies Executive and Graduate Student Programs.Diamandis' background is in space exploration -- before the X Prize, he ran a company that studied low-cost launching technologies and Zero-G which offers the public the chance to train like an astronaut and experience weightlessness. But though the X Prize's first $10 million went to a space-themed challenge, Diamandis' goal now is to extend the prize into health care, social policy, education and many other fields that could use a dose of competitive innovation. ",male,2.0,0.0,0.0,male
Torsten Reil,Animating neurobiologist,"By coding computer simulations with biologically modeled nervous systems, Torsten Reil and his company NaturalMotion breathe life into the animated characters inhabiting the most eye-poppingly realistic games and movies around.","Why you should listen
From modeling the mayhem of equine combat in Lord of the Rings: Return of the King to animating Liberty City gun battles in Grand Theft Auto IV, Torsten Reil's achievements are all over the map these days. Software that he helped create (with NaturalMotion, the imaging company he co-founded) has revolutionized computer animation of human and animal avatars, giving rise to some of the most breathtakingly real sequences in the virtual world of video games and movies- and along the way given valuable insight into the way human beings move their bodies.Reil was a neural researcher working on his Masters at Oxford, developing computer simulations of nervous systems based on genetic algorithms-  programs that actually used natural selection to evolve their own means of locomotion. It didn't take long until he realized the commercial potential of these lifelike characters. In 2001 he capitalized on this lucrative adjunct to his research, and cofounded NaturalMotion. Since then the company has produced motion simulation programs like Euphoria and Morpheme, state of the art packages designed to drastically cut the time and expense of game development, and create animated worlds as real as the one outside your front door. Animation and special effects created with Endorphin (NaturalMotion's first animation toolkit) have lent explosive action to films such as Troy and Poseidon, and NaturalMotion's software is also being used by LucasArts in video games such as the hotly anticipated Indiana Jones. But there are serious applications aside from the big screen and the XBox console: NaturalMotion has also worked under a grant from the British government to study the motion of a cerebral palsy patient, in hopes of finding therapies and surgeries that dovetail with the way her nervous system is functioning.
What others say

“It might be surprising to find a biologist pushing the frontiers of computer animation. But Torsten Reil is bringing cheaper, lifelike digital characters to video games and films.” — Technology Review",last case,7.0,1.0,2.0,
Freeman Dyson,Physicist,"With Freeman Dyson's astonishing forecasts for the future, it's hard to tell where science ends and science fiction begins. But far from being a wild-eyed visionary, Dyson is a clear and sober thinker — and one not afraid of controversy or heresy. ","Why you should listen
From inventing Dyson Spheres, a sci-fi conceit postulating habitable shells around Sol-like stars, to ""space chickens"" and trees that grow in comets, Freeman Dyson is not afraid to go out on a cosmic limb. It would be wrong, however, to categorize him as a publicity-hungry peddler of headline-grabbing ideas. In his 60-year career as one of planet Earth's most distinguished scientists, several things characterize Dyson more than anything else: compassion, caution and overwhelming humanism.In addition to his work as a scientist, Dyson is a renowned and best-selling author.  His most recent book, A Many-Colored Glass, tackles nothing less than biotechnology, religion and the role of life in the universe. He does not shy away from controversy: His recent critiques of the politics of the global warming debate have raised the hackles of some environmentalists. But far from wielding his conclusions like a bludgeon, Dyson wants younger generations of scientists to take away one thing from his work -- the necessity to create heresies of their own.
What others say

“What sets Dyson apart among an elite group of scientists is the conscience and compassion he brings to his work” — Kristi Coale, Salon.com",male,10.0,0.0,1.0,male
Billy Graham,Preacher,"In his long career as a religious evangelist, the Rev. Billy Graham spoken to millions around the world and served as advisor to US presidents.","Why you should listen
According to his official bio, evangelist Billy Graham took the Bible literally where it says in Mark 16:15, ""Go ye into all the world and preach the Gospel to every creature."" It's possible that Graham preached the Gospel to more people in live audiences than anyone else in history -- nearly 215 million people in more than 185 countries and territories, with hundreds of millions more through television, video, film and webcasts.Graham wrote some 25 books, and his counsel was sought by many US presidents. He was the first major evangelist to speak behind the Iron Curtain, calling for peace in countries throughout Eastern Europe and in the Soviet Union -- while during the Apartheid era he refused to visit South Africa until its government allowed for desegregated audiences. Through the praise and criticism of a public life that has nearly spanned a century, he held fast to his conviction that faith in Jesus is the only path to salvation.
What others say

“My one purpose in life is to help people find a personal relationship with God, which, I believe, comes through knowing Christ.” — Billy Graham",male,7.0,0.0,0.0,male
Keith Barry,Magician,"Think of Keith Barry as a hacker of the human brain — writing routines that exploit its bugs and loopholes, and offering a revealing look at the software between our ears.","Why you should listen
As Arthur C. Clarke told us, ""Any sufficiently advanced technology is indistinguishable from magic."" So think of Keith Barry as a technologist, an elite software engineer of the human brain. Witty and direct, he celebrates human cleverness even while he's hacking it.Barry's repertoire ranges from outrageous  stunts -- driving a car at full speed blindfolded -- to mind control, including hypnosis and mindreading. The Irish magician's relaxed style has made him an audience favorite worldwide, both in live shows and on his European television series, Close Encounters with Keith Barry, which aired in 28 countries. He's had specials on MTV and CBS, and tried his hand at acting as a murder suspect on CSI: Miami. There are rumors of a Las Vegas residency later in 2008.
What others say

“Mr. Barry is not content merely to perform sleights of hand; he wants his audiences to know how deeply he embraces risk, how very life-affirming careering toward the canyon of eternity can be.” — New York Times",male,7.0,0.0,0.0,male
Martin Seligman,Psychologist,"Martin Seligman is the founder of positive psychology, a field of study that examines healthy states, such as happiness, strength of character and optimism.","Why you should listen
Martin Seligman founded the field of positive psychology in 2000, and has devoted his career since then to furthering the study of positive emotion, positive character traits, and positive institutions. It's a fascinating field of study that had few empirical, scientific measures -- traditional clinical psychology focusing more on the repair of unhappy states than the propagation and nurturing of happy ones. In his pioneering work, Seligman directs the Positive Psychology Center  at the University of Pennsylvania, developing clinical tools and training the next generation of positive psychologists.His earlier work focused on perhaps the opposite state: learned helplessness, in which a person feels he or she is powerless to change a situation that is, in fact, changeable. Seligman is an often-cited authority in this field as well -- in fact, his is the 13th most likely name to pop up in a general psych textbook. He was the leading consultant on a Consumer Reports study on long-term psychotherapy, and has developed several common pre-employment tests, including the Seligman Attributional Style Questionnaire (SASQ). ",male,5.0,1.0,0.0,male
Chris Abani,"Novelist, poet","Imprisoned three times by the Nigerian government, Chris Abani turned his experience into poems that Harold Pinter called ""the most naked, harrowing expression of prison life and political torture imaginable."" His novels include GraceLand (2004) and The Virgin of Flames (2007).","Why you should listen
Chris Abani's first novel, published when he was 16, was Masters of the Board, a political thriller about a foiled Nigerian coup. The story was convincing enough that the Nigerian government threw him in jail for inciting a coincidentally timed real-life coup. Imprisoned and tortured twice more, he channeled the experience into searing poetry. Abani's best-selling 2004 novel GraceLand is a searing and funny tale of a young Nigerian boy, an Elvis impersonator who moves through the wide, wild world of Lagos, slipping between pop and traditional cultures, art and crime. It's a perennial book-club pick, a story that brings the postcolonial African experience to vivid life. Now based in Los Angeles, Abani published The Virgin of Flames in 2007. He is also a publisher, running the poetry imprint Black Goat Press.",male,6.0,0.0,0.0,male
Louise Leakey,Paleoanthropologist,"Louise Leakey hunts for hominid fossils in East Africa, in the family tradition.","Why you should listen
Louise Leakey is the third generation of her family to dig for humanity's past in East Africa. In 2001, Leakey and her mother, Meave, found a previously unknown hominid, the 3.5-million-year-old Kenyanthropus platyops, at Lake Turkana -- the same region where her father, Richard, discovered the ""Turkana Boy"" fossil, and near Tanzania's Olduvai Gorge, where her grandparents, Louise and Mary Leakey, discovered the bones of Homo habilis.In August 2007 Louise and Meave, both National Geographic Explorers-in-Residence, dug up new H. habilis bones that may rewrite humanity's evolutionary timeline. We imagine that we evolved from apes in an orderly progression from ape to hominid to human, but the Leakeys' find suggests that different species of pre-humans actually lived side by side at the same time for almost half a million years.
What others say

“[The] upper jaw bone of Homo habilis dates from 1.44 million years ago. This late survivor shows that Homo habilis and Homo erectus lived side by side in eastern Africa for nearly half a million years.” — Koobi Fora Research Project",female,0.0,4.0,0.0,female
Reed Kroloff,Architecture critic,"With an outspoken approach to the problems of rebuilding cites and a fearless eye for design, Reed Kroloff is helping to change the urban landscape of cities from New York to New Orleans.","Why you should listen
Already known throughout the architecture community for his award-winning tenure as editor-in-chief of Architecture magazine, Reed Kroloff came to the attention of the country at large after Hurricane Katrina. As Dean of Architecture at Tulane University, he was responsible for bringing back 97% of the school's student body and 100% of its faculty after the disaster. In 2005, New Orleans mayor Ray Nagin appointed Kroloff to the Bring New Orleans Back Commission to assist in the reconstruction of the city, and to help avoid creating, in Kroloff's words, ""a bad cartoon version of what New Orleans actually is."" His searing 2006 essay ""Black Like Me"" lays out the frustrations of a citizen of post-Katrina New Orleans -- ""the slow-burning frustration of being at the table but not invited to sit down."" It's typical of his desire to look past simple aesthetics to the emotional heart of any building project.Kroloff left New Orleans in 2007 to become the director of the Cranbrook Academy of Art in Bloomfield Hills, Michigan. He continues to promote excellence in urban design through his writing and his consulting firm Jones | Kroloff. He is also an active organizer and adviser for dozens of New Public Works competitions designed to choose architects for high-profile projects, including the Motown Center in Detroit, and a signature building for the University of Connecticut campus (the contract for which was awarded to Frank Gehry).
What others say

“Mr. Kroloff can afford to be cheeky.” — Fred Bernstein, New York Times",male,8.0,0.0,0.0,male
Robert Lang,Origamist,Robert Lang merges mathematics with aesthetics to fold elegant modern origami. His scientific approach helps him make folds once thought impossible — and has secured his place as one of the first great Western masters of the art. ,"Why you should listen
Origami, as Robert Lang describes it, is simple: ""You take a creature, you combine it with a square, and you get an origami figure."" But Lang's own description belies the technicality of his art; indeed, his creations inspire awe by sheer force of their intricacy. His repertoire includes a snake with one thousand scales, a two-foot-tall allosaurus skeleton, and a perfect replica of a Black Forest cuckoo clock. Each work is the result of software (which Lang himself pioneered) that manipulates thousands of mathematical calculations in the production of a ""folding map"" of a single creature. The marriage of mathematics and origami harkens back to Lang's own childhood.  As a first-grader, Lang proved far too clever for elementary mathematics and quickly became bored, prompting his teacher to give him a book on origami. His acuity for mathematics would lead him to become a physicist at the California Institute of Technology, and the owner of nearly fifty patents on lasers and optoelectronics. Now a professional origami master, Lang practices his craft as both artist and engineer, one day folding the smallest of insects and the next the largest of space-bound telescope lenses.
What others say

“Lang creates creatures of such complexity that it seems impossible that each is composed of a single sheet of paper, no cuts, no glue.” — Apple.com",male,12.0,0.0,1.0,male
Bruno Bowden,Engineer and origamist,"An engineer with Google (he helped build Google Earth), Bruno Bowden is also an enthusiastic folder of paper.","Why you should listen
Bruno Bowden was part of the team at Keyhole, the company that built EarthViewer  -- a groundbreaking (and addictive) piece of software that lets you fly smoothly over an image of the globe assembled from satellite photos, and then zoom in on your own house. When Google bought Keyhole, Bowden helped turn the software into the indispensable Google Earth. Recently, he's moved over to the Google Gadgets side, helping to build more gotta-have-it technology.He is also an enthusiastic student of the new origami, as practiced by masters such as Robert Lang. ",male,1.0,0.0,0.0,male
Patricia Burchat,Particle physicist,"Patricia Burchat studies the structure and distribution of dark matter and dark energy. These mysterious ingredients can't be measured in conventional ways, yet form a quarter of the mass of our universe.","Why you should listen
Patricia Burchat studies the universe's most basic ingredients -- the mysterious dark energy and dark matter that are massively more abundant than the visible stars and galaxies. She is one of the founders of the BaBar Collaboration  at the Stanford Linear Accelerator Center, a project that's hoping to answer the question, ""If there are as many anti-particles as there are particles, why can't we see all these anti-particles?"" She's a member of the Large Synoptic Survey Telescope  project, which will allow scientists to monitor exploding supernovae and determine how fast the universe is expanding -- and map how mass is distributed throughout the universe. She's also part of Fermilab Experiment E791, studying the production and decay of charmed particles. Burchat received a Guggenheim Fellowship in 2005.
What others say

“By the time I arrived at Stanford, I knew I was a reductionist at heart. I am most interested in trying to understand nature at its most fundamental level.” — Patricia Burchat",female,0.0,1.0,0.0,female
David Griffin,"Director of photography, National Geographic","As director of photography for National Geographic, David Griffin works with some of the most powerful photographs the world has ever seen.","Why you should listen
David Griffin has one of the world's true dream jobs: He's the director of photography for National Geographic  magazine. He works with photo editors and photographers to set the visual direction of the magazine -- which in turn raises the bar for photographers around the world. Griffin offers an intriguing look into the magazine's creative process on his blog, Editor's Pick, where he talks about how the magazine uses its extraordinary photos to tell compelling stories.
What others say

“Photojournalists of David Griffin's quality come along perhaps once a generation.” — Dennis Dimick, executive editor, National Geographic",male,3.0,0.0,0.0,male
