coffers,1,1
coffin,1,1
coffins,3,2
cofounded,5,5
cofounder,1,1
cognates,1,1
cognition,7,6
cognitive,36,25
cognitively,4,3
cognizant,1,1
cogs,2,2
cohabit,3,1
cohabitate,1,1
cohen,5,4
coherence,2,2
coherent,5,5
cohesion,1,1
cohesive,2,2
cohn,1,1
cohort,1,1
cohost,1,1
coil,2,2
coin,14,9
coincide,2,2
coincided,1,1
coincidence,4,3
coincidences,2,2
coincidentally,5,5
coincides,1,1
coined,8,7
coins,2,2
coition,1,1
coitus,1,1
coke,25,4
cola,11,4
colbert,3,3
cold,88,62
colder,6,4
coleridge,2,1
coles,2,1
colescott,2,1
coli,2,2
colic,1,1
colin,2,2
collaborate,15,14
collaborated,7,7
collaborating,13,12
collaboration,36,30
collaborations,3,3
collaborative,39,18
collaboratively,1,1
collaborator,10,7
collaborators,20,16
collaboratory,4,1
collabortive,1,1
collage,2,1
collagen,5,2
collapse,24,16
collapsed,8,8
collapses,4,4
collapsing,4,4
collar,12,8
collarbone,1,1
collars,3,1
collateral,6,6
colleague,36,30
colleagues,109,76
collect,44,38
collected,32,25
collecting,36,28
collection,49,31
collections,6,5
collective,86,53
collectively,27,21
collectiveness,1,1
collectivity,1,1
collector,4,3
collectors,2,2
collects,2,2
college,181,94
colleges,6,5
collegiate,2,1
collide,2,2
collided,2,2
collider,2,1
colliding,2,2
collins,2,2
collision,9,8
collisions,1,1
colloquialisms,1,1
cologne,1,1
colombia,4,4
colon,4,4
colonel,2,2
colonels,1,1
colonial,5,5
colonialism,1,1
colonialist,1,1
colonies,39,6
colonization,7,6
colonize,1,1
colonized,3,3
colonizers,1,1
colonizing,1,1
colonoscopy,1,1
colony,66,10
color,147,82
colorado,10,7
coloratura,1,1
colored,18,12
colorful,20,15
coloring,2,1
colorization,1,1
colorless,2,2
colors,42,30
colossal,3,3
colosseum,1,1
coltan,2,2
colum,2,1
columbia,9,8
columbus,2,2
column,13,7
columnists,1,1
columns,7,6
com,20,17
coma,9,8
comb,2,1
combat,13,11
combating,3,2
combination,33,27
combinations,7,6
combine,23,20
combined,29,27
combines,2,2
combining,9,9
combs,2,2
combustion,5,4
come,1085,431
comeback,1,1
comedian,6,4
comedians,2,2
comedies,3,3
comedy,8,7
comer,1,1
comes,462,267
comet,2,2
comets,10,4
comfort,37,27
comfortable,64,52
comfortably,4,4
comforted,3,3
comforting,5,5
comforts,2,2
comfy,2,1
comic,17,10
comical,2,2
comics,3,3
coming,395,235
comma,2,2
command,11,9
commander,1,1
commanders,1,1
commanding,2,2
commandment,4,4
commandments,1,1
commands,9,7
commas,6,2
commemorate,1,1
commemorating,4,3
commemoration,2,2
commenced,1,1
commend,1,1
commensal,1,1
commensurate,1,1
comment,24,21
commentaries,1,1
commentary,11,7
commentator,2,2
commented,1,1
commenter,1,1
commenting,5,4
comments,20,11
commerce,6,5
commercial,56,35
commercialization,2,1
commercialize,1,1
commercially,3,2
commercials,7,4
commiserate,1,1
commiseration,1,1
commission,18,13
commissioned,8,8
commissioner,8,6
commissioners,1,1
commissioning,1,1
commissions,2,2
commit,21,19
commitment,39,30
commitments,7,5
committed,35,26
committee,8,8
committees,3,3
committing,9,8
commodifies,2,1
commodities,4,4
commodity,16,6
common,188,137
commonalities,2,2
commonality,7,3
commonly,11,9
commonplace,8,7
commons,5,3
communal,7,5
communality,2,1
communicable,1,1
communicate,75,57
communicated,4,3
communicates,4,4
communicating,14,13
communication,71,40
communications,21,15
communicative,5,4
communicator,1,1
communicators,3,3
communion,3,3
communism,2,2
communist,5,3
communists,1,1
communities,185,94
community,398,175
commute,4,3
commuted,1,1
commuter,2,2
commuters,3,3
commutes,2,2
commuting,4,4
compact,3,2
compactor,1,1
companies,246,92
companion,11,10
companionate,2,2
companions,4,3
companionship,2,2
company,244,111
comparable,5,4
comparably,1,1
comparative,10,6
comparatively,1,1
compare,45,33
compared,70,61
compares,2,2
comparing,8,8
comparison,12,9
comparisons,3,3
compartment,4,4
compartmentalize,1,1
compartmentalizes,1,1
compartmentalizing,1,1
compass,4,3
compassion,161,37
compassionate,26,10
compatible,2,2
compatriots,1,1
compel,1,1
compelled,6,6
compelling,14,14
compels,1,1
compensate,6,6
compensating,1,1
compensation,4,4
compete,25,18
competed,8,6
competence,7,6
competencies,3,2
competent,9,6
competes,1,1
competing,10,9
competition,49,32
competitions,5,5
competitive,7,7
competitively,2,2
competitiveness,2,2
competitors,4,4
compile,3,3
compiled,2,2
compiling,3,2
complacency,1,1
complacent,2,2
complain,17,13
complained,9,9
complaining,8,7
complaint,2,2
complaints,8,5
complement,4,4
complementarity,1,1
complementary,4,2
complete,67,60
completed,25,15
completely,236,159
completeness,1,1
completes,1,1
completing,2,1
completion,2,2
complex,136,95
complexed,1,1
complexes,1,1
complexification,1,1
complexifications,1,1
complexion,1,1
complexities,5,4
complexity,29,24
complexo,2,1
complicate,1,1
complicated,68,54
complication,2,2
complications,8,7
complied,2,2
compliment,3,3
complimented,1,1
compliments,2,2
component,29,21
components,26,15
compose,7,4
composed,8,8
composer,8,6
composers,2,2
composite,7,7
composites,2,1
composition,15,12
compositional,1,1
compositions,2,2
compost,3,3
composting,2,2
compound,15,11
compounded,2,2
compounding,3,2
compounds,17,8
comprehend,7,7
comprehending,1,1
comprehension,1,1
comprehensive,12,8
comprehensively,2,2
compress,7,4
compressed,10,7
compresses,1,1
compressing,2,2
compression,4,4
compressive,2,2
comprise,1,1
comprised,14,13
comprises,1,1
compromise,11,10
compromised,9,8
compromises,1,1
compromising,5,5
compstat,1,1
compulsions,2,2
compulsive,3,1
compulsively,5,2
compunctions,1,1
computation,2,2
computational,4,4
computationally,2,2
computations,1,1
compute,3,2
computed,1,1
computer,209,93
computerized,4,4
computers,74,43
computing,18,13
comrades,1,1
con,6,5
concatenative,1,1
concave,1,1
conceal,4,4
concealed,1,1
concealing,1,1
concealment,1,1
conceals,2,1
concede,2,1
conceit,1,1
conceivable,2,2
conceivably,2,1
conceive,4,4
conceived,3,2
conceiving,3,2
concentrate,8,8
concentrated,8,8
concentrating,2,2
concentration,17,16
concentrations,4,3
concentrator,3,1
concept,95,61
conception,14,11
concepts,20,17
conceptual,8,7
conceptualization,1,1
conceptualize,1,1
conceptualizing,1,1
concern,30,25
concerned,53,34
concerning,5,5
concerns,28,22
concert,13,10
concerted,4,4
concerts,3,3
concessions,2,2
concierge,1,1
conclude,14,12
concluded,8,8
conclusion,24,19
conclusions,6,5
conclusive,4,4
concoct,1,1
concocted,1,1
concoction,1,1
concoctions,1,1
concomitant,1,1
concord,1,1
concordance,4,1
concourse,3,1
concrete,33,21
concretions,1,1
concretization,1,1
concretize,1,1
concubines,1,1
concurrent,1,1
concussed,1,1
concussion,11,2
concussions,1,1
concussive,1,1
condemn,1,1
condemned,3,3
condemning,2,2
condensable,1,1
condense,1,1
condensed,1,1
condescending,3,3
condescension,1,1
condi,1,1
condition,70,46
conditional,5,4
conditioned,5,4
conditioner,3,3
conditioners,1,1
conditioning,12,7
conditions,96,67
condo,2,1
condoleezza,1,1
condom,10,4
condoms,19,8
condone,2,2
condors,1,1
conducive,3,3
conduct,16,14
conducted,18,14
conducting,6,6
conduction,1,1
conductive,11,5
conductivity,1,1
conductor,1,1
conducts,2,1
cone,7,4
cones,1,1
confections,1,1
confer,3,3
conference,74,50
conferences,8,6
conferencing,1,1
conferred,4,4
conferring,1,1
confers,1,1
confess,5,5
confessed,6,6
confesses,1,1
confessing,1,1
confession,16,11
confessions,2,1
confetti,1,1
conficker,1,1
confidant,2,2
confidence,52,39
confident,35,29
confidently,1,1
confides,1,1
configuration,6,5
configurations,1,1
configure,3,2
configuring,1,1
confine,3,3
confined,9,7
confinement,2,2
confining,1,1
confirmation,5,5
confirmatory,1,1
confirmed,10,10
confirming,1,1
confirms,3,3
confiscate,1,1
confiscated,1,1
conflict,85,44
conflicted,3,2
conflicting,4,3
conflicts,27,12
confluence,4,3
confluences,2,1
conflux,1,1
conform,5,4
conformed,3,3
conforming,1,1
conformity,2,2
conforms,1,1
confounded,2,2
confounding,1,1
confront,15,14
confrontation,6,4
confrontations,1,1
confronted,15,15
confronting,4,4
confronts,1,1
confucian,2,1
confucianism,1,1
confucius,3,3
confuse,2,2
confused,27,25
confuses,3,3
confusing,12,10
confusion,14,12
confusions,1,1
congealed,1,1
congenital,1,1
congenitally,1,1
congested,2,2
congestion,10,1
congestive,2,1
congo,46,19
congolese,12,4
congrats,1,1
congratulate,2,2
congratulated,1,1
congratulating,1,1
congratulations,9,6
congregant,1,1
congregate,3,2
congregated,1,1
congregation,5,4
congregations,1,1
congress,40,22
congressional,4,4
congressman,1,1
congressperson,2,1
congresswoman,2,2
conifer,1,1
coniferous,2,1
conjecture,1,1
conjoined,3,1
conjugating,2,1
conjunction,1,1
conjure,3,3
conjures,1,1
connect,94,63
connected,113,82
connectedness,7,5
connecticut,5,3
connecting,23,18
connection,96,55
connections,36,28
connective,1,1
connectivity,15,6
connector,1,1
connectors,2,2
connects,17,15
conner,1,1
conning,1,1
connoisseur,1,1
connor,2,2
connotation,2,2
connotations,1,1
connote,1,1
connotes,1,1
conor,11,1
conquer,4,4
conquered,3,3
conquering,4,4
conqueror,1,1
conquest,2,2
conscience,12,4
consciences,1,1
conscientiously,1,1
conscious,35,28
consciously,14,12
consciousness,49,26
consecutive,1,1
consensus,14,10
consent,21,11
consented,1,1
consenting,2,2
consequence,21,12
consequences,71,47
consequent,1,1
consequential,2,2
consequently,3,3
conservancy,2,2
conservation,38,14
conservationist,1,1
conservationists,6,4
conservatism,1,1
conservative,25,24
conservatives,7,6
conservatory,1,1
conserve,3,3
conserving,3,3
consider,116,88
considerable,3,3
considerably,3,3
consideration,6,4
considered,90,74
considering,15,13
considers,5,5
consignment,1,1
consist,1,1
consisted,3,3
consistency,3,3
consistent,25,19
consistently,7,7
consisting,2,2
consists,9,9
consolation,3,3
console,1,1
consoled,2,2
consoles,2,2
consolidated,5,3
consolidation,1,1
consoling,2,2
consonant,1,1
consonants,1,1
consortium,2,2
conspicuous,2,2
conspiracy,8,5
conspirators,2,2
conspiring,1,1
constance,3,2
constancy,1,1
constant,42,33
constantine,1,1
constantly,66,50
constellations,3,3
constituencies,2,2
constituency,2,2
constituent,1,1
constituents,1,1
constitute,1,1
constitutes,3,3
constitution,13,11
constitutional,2,2
constrain,2,2
constrained,9,8
constraining,1,1
constrains,2,1
constraint,5,3
constraints,14,11
constrict,2,2
constriction,1,1
constricts,1,1
construct,17,14
constructed,19,14
constructing,5,5
construction,44,30
constructions,2,1
constructive,13,9
constructively,1,1
constructs,1,1
consulate,1,1
consult,5,5
consultancy,2,2
consultant,4,4
consultants,2,2
consultation,2,2
consultative,1,1
consulted,3,3
consulting,5,4
consumable,1,1
consume,18,14
consumed,21,17
consumer,27,22
consumerism,1,1
consumers,24,19
consumes,5,4
consuming,17,15
consumption,34,11
contact,67,50
contacted,8,8
contacting,2,1
contacts,18,10
contagion,4,2
contagious,21,8
contain,26,22
contained,8,7
container,10,6
containerization,1,1
containers,4,3
containing,8,8
containment,3,3
containments,1,1
contains,18,14
contaminants,2,2
contaminate,8,5
contaminated,9,7
contaminating,1,1
contamination,5,4
contemplate,3,3
contemplates,1,1
contemplating,3,3
contemplation,2,2
contemplative,2,2
contemporaries,1,1
contemporary,25,18
contempt,8,5
contemptuous,2,2
contend,3,3
contender,1,1
contenders,1,1
content,74,44
contented,3,3
contentedly,1,1
contentious,4,4
contentment,2,1
contents,8,7
contest,9,8
contestant,1,1
contestants,1,1
contested,4,4
contests,1,1
context,105,72
contexts,9,7
contextual,3,3
contextualize,1,1
contextualized,1,1
continence,1,1
continent,61,22
continental,1,1
continents,10,10
contingency,2,2
continual,2,2
continually,11,10
continuation,4,4
continue,120,85
continued,39,32
continues,33,28
continuing,24,21
continuity,3,3
continuous,14,13
continuously,22,16
continuum,12,9
contorted,1,1
contours,2,2
contra,2,2
contraband,1,1
contraception,12,1
contraceptives,5,1
contract,29,19
contracted,5,4
contracting,4,4
contraction,2,2
contractions,5,3
contractors,1,1
contracts,8,7
contradicted,1,1
contradicting,2,2
contradiction,16,8
contradictions,12,7
contradictory,5,4
contraption,2,2
contrary,23,19
contras,1,1
contrast,34,27
contrasted,2,2
contrasting,3,3
contrasts,1,1
contribute,23,23
contributed,11,11
contributes,6,4
contributing,22,19
contribution,16,14
contributions,12,11
contributor,1,1
contributors,6,5
contrived,1,1
control,258,130
controlled,36,22
controller,3,2
controllers,4,3
controlling,20,15
controls,14,11
controversial,14,12
controversially,2,2
controversy,12,9
conundrum,1,1
convalescence,1,1
convened,3,3
convenience,6,4
convenient,17,13
conveniently,5,4
convening,1,1
convent,6,3
convention,10,8
conventional,30,18
conventionally,3,3
conventions,9,4
converge,5,4
converged,2,2
convergence,4,4
converging,2,2
conversation,157,81
conversational,4,4
conversationalists,1,1
conversations,60,42
converse,2,2
conversing,1,1
conversion,1,1
convert,17,16
converted,8,7
convertible,1,1
converting,3,3
converts,6,4
convex,1,1
convey,10,10
conveyed,1,1
conveying,3,3
conveyor,1,1
convict,1,1
convicted,23,9
conviction,13,9
convictions,9,6
convicts,1,1
convince,41,34
convinced,55,46
convincing,17,17
convivial,1,1
convoluted,1,1
convolutional,2,1
convulsing,1,1
convulsions,1,1
coo,2,1
coochi,1,1
cook,28,19
cooked,8,7
cooker,1,1
cookie,13,6
cookies,16,4
cooking,44,19
cooks,5,4
cool,107,82
cooled,4,4
cooler,9,8
coolest,5,5
coolidge,1,1
coolieism,1,1
cooling,6,6
coolness,2,1
cools,1,1
coop,2,2
cooper,5,5
cooperate,10,8
cooperating,4,3
cooperation,14,10
cooperative,6,4
cooperatives,1,1
cooptation,1,1
coordinate,6,6
coordinated,4,4
coordinates,2,2
coordinating,1,1
coordination,4,4
coordinator,1,1
cooter,1,1
cop,16,7
copacabana,1,1
copan,1,1
copd,2,2
cope,19,13
coped,2,2
copenhagen,7,4
copernican,5,2
copernicus,3,3
copes,1,1
copied,23,8
copies,14,14
copilot,1,1
coping,3,3
copious,2,2
copper,6,5
coproducer,1,1
coprolites,1,1
cops,10,6
copulate,1,1
copulating,2,2
copulation,2,2
copy,52,26
copyediting,3,1
copying,16,5
copyright,26,3
copyrighted,1,1
cor,3,2
corak,1,1
coral,66,13
corals,52,3
cord,10,8
cords,8,4
corduroys,1,1
core,73,56
cores,4,3
corgis,3,2
coring,3,1
corkscrew,1,1
corn,11,6
corncobs,1,1
corneas,2,2
cornel,1,1
cornell,6,6
corner,53,44
cornered,2,2
corners,16,15
cornerstone,3,3
cornstarch,1,1
cornucopia,1,1
cornwall,1,1
coronary,3,1
corporate,30,25
corporates,3,2
corporation,15,10
corporations,16,12
corporeal,2,2
corps,8,6
corpse,2,2
corpses,3,3
corpus,2,2
corralled,1,1
corralling,1,1
correct,48,36
corrected,3,3
correcting,4,4
correction,1,1
correctional,4,4
corrections,3,3
corrective,1,1
correctly,12,10
correctness,8,3
correlate,3,2
correlated,11,8
correlates,1,1
correlating,2,2
correlation,5,5
correlations,2,2
correspond,2,2
corresponded,1,1
correspondence,4,4
correspondent,3,3
corresponding,8,7
corresponds,1,1
corridor,5,5
corridors,11,7
corrie,1,1
corroboration,1,1
corrugated,3,3
corrupt,7,6
corrupted,3,3
corrupting,1,1
corruption,46,21
corrupts,1,1
corset,1,1
corsica,1,1
cortex,37,15
cortical,2,2
cortices,1,1
cortisol,10,4
corvette,1,1
corvidae,1,1
cory,1,1
cos,1,1
cosine,1,1
cosmesis,1,1
cosmetic,9,4
cosmetically,1,1
cosmetics,3,3
cosmic,17,10
cosmo,1,1
cosmological,3,2
cosmology,5,4
cosmopolitan,4,4
cosmos,13,6
cost,144,86
costa,11,6
costco,1,1
costing,8,8
costly,12,11
costs,90,51
costume,5,5
costumes,5,3
cots,3,2
cottage,1,1
cotton,16,11
cottonelle,1,1
couch,12,10
couches,1,1
couchsurf,1,1
couchsurfing,4,2
cougar,1,1
cough,7,4
coughing,5,4
coughran,1,1
coughs,3,3
could,1988,511
couldn,289,177
council,31,17
councils,3,3
counsel,10,6
counseled,1,1
counseling,12,6
counselor,12,4
counselors,5,4
count,44,33
countdown,1,1
counted,13,10
counter,28,24
counteract,4,4
counteractive,1,1
counterbalance,1,1
counterfactual,1,1
counterfeit,1,1
countering,1,1
counterintuitive,6,6
countermeasure,1,1
counterpart,2,2
counterparts,9,8
counterpoise,1,1
counterproductive,1,1
counterterrorist,1,1
countertops,1,1
counties,1,1
counting,25,19
countless,13,12
countries,367,130
country,532,199
countryhood,1,1
countrymen,2,2
countryside,9,7
countrywide,1,1
counts,15,14
county,45,16
coup,2,1
couple,258,160
coupled,6,5
couples,44,15
coupons,2,2
coups,1,1
courage,56,42
courageous,19,17
courageously,3,2
course,597,282
coursera,1,1
courses,18,9
coursing,1,1
court,64,37
courteous,1,1
courtesy,2,2
courthouse,3,2
courtier,2,2
courtly,1,1
courtroom,2,1
courtrooms,1,1
courts,12,7
courtship,12,6
courtyard,2,2
courtyards,1,1
cousin,20,17
cousins,13,10
cousteau,3,3
coute,1,1
couture,1,1
covenant,1,1
cover,63,44
coverage,21,13
covered,57,47
coverers,1,1
covering,22,21
coverlet,1,1
covers,26,21
covert,2,2
covertly,2,2
covey,2,2
covington,1,1
cow,14,9
coward,1,1
cowardice,2,2
cowboy,4,2
cowboys,1,1
cowering,1,1
cowgirl,1,1
coworker,5,4
coworkers,10,7
coworking,1,1
cows,19,10
cowshed,1,1
coy,1,1
coyote,6,2
cozily,2,2
cozy,3,3
cp,6,2
cpr,3,1
cpu,1,1
cpus,1,1
cr,2,1
crab,2,2
crabbing,1,1
crabs,2,2
crack,17,15
crackdown,1,1
cracked,7,7
crackers,11,3
cracking,4,3
crackle,1,1
crackles,2,1
cracks,11,9
cradle,2,1
cradled,1,1
craft,11,10
crafted,9,9
crafting,4,4
crafts,5,4
craftsman,1,1
craftsmanship,2,2
craftsmen,3,3
crafty,1,1
craig,4,4
craigslist,1,1
crammed,5,3
cramming,1,1
cramps,3,2
crane,4,3
cranes,2,2
cranial,2,2
cranium,1,1
crank,9,6
cranking,1,1
cranks,1,1
cranky,1,1
crap,8,8
crapped,1,1
crappy,2,2
crash,13,12
crashed,5,3
crashes,1,1
crashing,7,5
crass,1,1
crassipes,1,1
crate,3,2
crater,4,3
craters,2,1
crates,1,1
crave,5,5
craving,8,3
cravings,2,2
crawdads,1,1
crawfish,1,1
crawford,1,1
crawl,7,6
crawled,5,5
crawling,6,6
crayon,2,2
crayons,3,3
craze,1,1
crazed,1,1
craziness,1,1
crazy,130,94
creaking,1,1
cream,20,13
crease,1,1
creases,1,1
create,480,226
created,231,143
creates,52,42
creating,160,106
creatinine,1,1
creation,50,35
creations,4,3
creative,130,75
creatively,4,4
creatives,1,1
creativity,81,38
creator,11,10
creators,10,10
creature,32,19
creatures,74,40
credentials,1,1
credibility,9,9
credible,3,3
credit,51,28
credited,3,3
credits,3,3
creditworthiness,2,1
credo,1,1
credulity,1,1
creed,1,1
creedal,1,1
creek,5,4
creeks,1,1
creep,3,3
creeped,1,1
creeping,4,2
creeps,3,3
creepy,4,4
cremaster,1,1
cremated,3,3
cremation,2,2
crematorium,1,1
crenulated,1,1
creole,2,1
creosote,3,1
crept,1,1
crescent,2,1
crest,5,1
crestfallen,1,1
crests,2,2
crete,3,1
cretin,1,1
crevices,2,1
crew,15,11
crews,4,2
cri,1,1
crib,1,1
cribs,3,2
cricket,1,1
crickets,1,1
cried,14,11
cries,8,7
crime,51,24
crimean,2,2
crimes,22,14
criminal,45,20
criminality,1,1
criminalize,3,3
criminalized,1,1
criminalizing,1,1
criminals,7,6
cringe,3,3
cringing,1,1
crinkle,1,1
crinkling,1,1
cripple,2,2
crippled,1,1
crippling,1,1
crises,8,8
crisis,97,60
crisistrends,1,1
crisp,3,2
crispr,36,2
crispy,1,1
criss,1,1
cristina,1,1
cristine,3,1
criteria,18,15
criterion,1,1
critic,11,8
critical,94,72
criticality,1,1
critically,8,7
criticism,8,7
criticisms,2,2
criticize,6,6
criticized,13,11
criticizing,2,2
critics,7,7
critique,8,5
critiques,1,1
critter,5,3
critters,2,2
croatia,4,1
croatian,1,1
croats,1,1
crochet,14,1
crocheted,2,2
crocheting,3,1
crochetness,1,1
crocodile,2,2
crocodiles,1,1
croft,2,1
crohn,2,2
cromwell,1,1
crone,1,1
crony,8,1
crooked,2,2
crop,29,10
cropland,1,1
cropped,1,1
crops,34,20
cross,63,46
crossbones,1,1
crossed,17,15
crosses,6,6
crossfader,1,1
crossfit,1,1
crossing,17,15
crossroad,1,1
crossroads,3,3
crotch,1,1
crotchety,1,1
croton,2,1
crouched,2,2
crow,6,5
crowd,52,32
crowded,8,7
crowdfunding,3,2
crowds,8,6
crowdsource,1,1
crowdsourcing,5,4
crowdsurf,1,1
crowdsurfing,1,1
crown,5,5
crowning,2,2
crowns,1,1
crows,4,1
crucial,28,23
crucially,6,5
crucible,3,2
crucified,5,1
crude,8,6
crudely,2,2
cruel,12,11
cruelty,6,6
cruise,8,5
cruised,1,1
cruiser,2,1
cruising,1,1
crumble,3,3
crumbled,2,2
crumbling,2,2
crumbs,1,1
crummy,3,3
crumpled,2,2
crunch,1,1
crunching,1,1
crusade,1,1
crusaders,1,1
crush,11,10
crushed,15,9
crusher,1,1
crushing,5,5
crustaceans,2,1
crusts,2,2
crux,8,8
cruz,1,1
cry,45,35
crying,29,24
cryonicists,1,1
cryonics,1,1
cryopreservation,1,1
cryopreserve,1,1
cryptic,2,2
crypto,2,1
cryptococcal,2,1
crystal,13,10
crystalize,1,1
crystallization,5,2
crystallize,1,1
crystallographer,1,1
crystals,4,3
cs,3,3
ct,2,2
cub,1,1
cuba,21,7
cuban,15,5
cubbon,1,1
cube,8,5
cubed,1,1
cubes,3,3
cubic,2,2
cubicle,4,4
cubing,1,1
cubs,2,1
cuckoo,1,1
cucumber,1,1
cucumbers,1,1
cuddle,3,3
cuddling,1,1
cuddy,1,1
cudon,1,1
cue,9,9
cues,10,6
cueva,1,1
cuff,1,1
cuisine,1,1
culinary,1,1
cullalvera,1,1
culminate,2,2
culminated,1,1
culminating,3,3
culmination,3,2
culprit,2,2
culprits,1,1
cult,2,2
cultivate,10,9
cultivated,2,2
cultivates,1,1
cultivating,4,3
cultivation,2,2
cultural,124,76
culturally,13,13
culture,242,123
cultured,1,1
cultures,49,39
culturing,2,2
culverted,1,1
cumbersome,2,2
cummings,1,1
cumulative,7,5
cumulatively,2,2
cuneiform,1,1
cunningham,1,1
cunt,1,1
cup,44,27
cupboard,1,1
cupcakes,2,2
cups,5,5
cura,8,1
curate,4,4
curated,2,2
curation,1,1
curator,9,5
curatorial,1,1
curators,2,2
curb,9,8
curbside,1,1
curdled,1,1
cure,49,37
cured,5,5
cures,4,4
curing,2,2
curiosity,38,32
curious,58,47
curiously,5,5
curl,6,5
curled,3,3
curling,2,2
curls,3,2
curly,5,3
currencies,2,2
currency,22,10
current,76,58
currently,47,37
currents,9,7
curriculum,28,19
curriculums,1,1
curried,1,1
curry,1,1
curse,6,6
cursed,4,4
curses,1,1
cursing,2,2
cursive,2,2
curtail,2,2
curtain,10,9
curtains,10,8
curtsey,1,1
curve,31,19
curveball,1,1
curved,6,3
curves,12,8
curving,3,1
cushions,2,1
cushy,1,1
cusp,1,1
cuss,1,1
custodian,1,1
custodians,1,1
custom,12,10
customary,3,3
customer,18,11
customers,29,19
customization,6,2
customize,3,3
customized,3,2
customizing,2,1
customs,13,8
cut,135,85
cute,35,27
cuter,2,2
cutest,2,2
cuticular,1,1
cutlery,2,2
cutoff,1,1
cutout,1,1
cuts,10,10
cutter,2,2
cutting,40,30
cuttings,1,1
cuttlefish,1,1
cyanide,1,1
cyanobacteria,1,1
cyber,3,3
cyberattacks,1,1
cyberbullying,7,1
cyberhacking,1,1
cyberspace,6,4
cyborg,3,1
cyborgs,3,1
cyc,1,1
cycle,70,50
cycled,2,1
cycles,16,13
cycling,6,4
cyclist,1,1
cyclists,4,2
cyclone,2,2
cylinder,1,1
cylindrus,1,1
cylons,1,1
cynic,1,1
cynical,3,3
cynicism,1,1
cynthia,5,4
cyprus,1,1
cystic,4,4
cysts,1,1
cytokine,1,1
cytonet,2,1
czech,2,2
czechoslovakia,2,2
d,1040,375
da,12,6
dab,1,1
dabble,2,2
dabian,1,1
dactyl,2,1
dad,101,61
daddies,2,1
daddy,8,6
dads,6,5
daemon,1,1
daemons,1,1
daf,15,1
daggers,2,2
daguerre,1,1
dahmer,1,1
dai,8,2
daily,77,60
daina,2,1
dairy,4,3
dakota,1,1
dalai,4,4
dalia,3,1
dalian,1,1
dallas,8,6
dally,1,1
dam,2,1
damacy,1,1
damage,54,40
damaged,26,13
damages,3,3
damaging,7,7
damascus,1,1
dambisa,2,1
damien,3,1
dammann,1,1
dammit,3,2
damn,15,15
damned,2,2
damocles,1,1
damon,2,2
damp,4,4
dampener,2,1
damper,1,1
damsel,1,1
damselflies,1,1
dan,8,6
dana,4,3
dance,96,39
danced,14,9
dancer,15,11
dancers,5,4
dances,4,3
dancing,36,24
dandelion,1,1
dandy,1,1
dane,1,1
dang,1,1
danger,31,24
dangerous,99,67
dangerously,6,6
dangers,11,10
dangle,2,2
dangling,4,4
daniel,4,4
danielle,3,3
danish,4,4
danit,2,1
danny,2,2
dans,1,1
dante,2,2
danube,1,1
daphne,2,2
dappled,1,1
daptomycin,1,1
dar,1,1
darby,2,1
dare,16,14
dared,9,8
dares,1,1
darfur,10,5
daria,1,1
daring,9,8
dark,164,83
darkened,2,2
darker,3,3
darkest,5,5
darkly,7,1
darkness,28,21
darlin,1,1
darling,3,3
darlings,1,1
darn,4,2
darpa,8,3
dart,2,2
dartmouth,2,2
darts,1,1
darwin,42,17
darwinian,2,2
darwinism,2,1
darwinist,1,1
dash,2,2
dashboard,4,4
dashboards,2,2
dashed,1,1
dashes,1,1
dashing,2,2
dass,1,1
dassen,3,1
data,537,146
database,20,14
databases,7,6
databasing,1,1
dataset,5,4
datasets,1,1
date,68,50
dated,10,8
dateline,1,1
dates,16,10
dating,41,19
daughter,154,84
daughters,51,35
daunted,3,3
daunting,8,7
dave,8,6
david,32,25
davinci,1,1
davis,6,6
davos,2,2
dawdle,1,1
dawkins,3,2
dawn,16,13
dawned,3,3
dawning,2,2
dawns,1,1
dawson,1,1
day,1173,414
daycare,1,1
daydream,4,2
daydreamed,2,2
daydreaming,2,2
daydreams,2,2
daye,1,1
daylight,6,5
daylighting,1,1
daylights,1,1
daylit,1,1
days,367,209
daytime,6,5
dazzles,1,1
dazzling,1,1
db,4,1
dc,3,3
ddt,4,3
de,48,35
deaconess,1,1
deactivate,1,1
dead,136,79
deadened,2,2
deadliest,4,4
deadline,4,4
deadlines,1,1
deadly,16,13
deadness,1,1
deaf,17,10
deafening,1,1
deafness,5,3
deah,3,1
deal,142,96
dealer,3,3
dealing,37,32
dealings,3,2
deals,17,12
dealt,7,6
dean,9,8
dear,33,26
dearly,2,2
dearth,1,1
death,268,123
deathbed,4,1
deathbeds,2,1
deathly,2,2
deaths,38,25
deb,1,1
debacle,1,1
debased,1,1
debate,37,27
debated,6,6
debates,8,7
debating,3,3
debilitating,4,4
deborah,1,1
debra,1,1
debris,5,4
debt,23,15
debts,4,4
debut,2,2
debuted,1,1
decade,84,59
decadence,2,2
decades,96,79
decamp,1,1
decapitated,1,1
decapitation,3,2
decarbonize,3,1
decarbonized,2,1
decarceration,1,1
decathlete,1,1
decatur,2,1
decay,5,4
decaying,1,1
deceased,10,2
deceipt,1,1
deceit,1,1
deceive,1,1
deceived,6,5
deceiving,1,1
december,22,20
decency,3,3
decent,11,11
decentralized,1,1
deception,13,2
deceptive,8,3
deceptively,1,1
decide,99,70
decided,307,177
decidedly,5,5
