,subject,verb,term_freq,doc_freq,tfidf
716,i,devise,2,2,0.32411463734917145
717,he,quote,2,2,0.32411463734917145
718,he,step,2,2,0.32411463734917145
719,i,declare,2,2,0.32411463734917145
720,he,wait,2,2,0.32411463734917145
721,i,deceive,2,2,0.32411463734917145
722,i,debate,2,2,0.32411463734917145
723,she,brush,3,2,0.4861719560237572
724,he,solve,3,2,0.4861719560237572
725,i,fit,2,2,0.32411463734917145
726,she,program,2,2,0.32411463734917145
727,she,break,2,2,0.32411463734917145
728,he,dig,3,2,0.4861719560237572
729,he,finish,2,2,0.32411463734917145
730,she,book,2,2,0.32411463734917145
731,i,race,2,2,0.32411463734917145
732,she,enter,3,2,0.4861719560237572
733,he,motivate,2,2,0.32411463734917145
734,i,utilize,2,2,0.32411463734917145
735,i,hesitate,2,2,0.32411463734917145
736,she,describe,2,2,0.32411463734917145
737,i,destroy,2,2,0.32411463734917145
738,he,n't,2,2,0.32411463734917145
739,she,pass,2,2,0.32411463734917145
740,she,march,2,2,0.32411463734917145
741,i,depict,2,2,0.32411463734917145
742,i,heat,3,2,0.4861719560237572
743,i,demonstrate,5,2,0.8102865933729286
744,he,fill,2,2,0.32411463734917145
745,he,view,2,2,0.32411463734917145
746,i,delight,2,2,0.32411463734917145
747,i,pronounce,2,2,0.32411463734917145
748,she,place,2,2,0.32411463734917145
749,she,plan,3,2,0.4861719560237572
750,i,defend,2,2,0.32411463734917145
751,i,distract,2,2,0.32411463734917145
752,he,fail,2,2,0.32411463734917145
753,i,dive,2,2,0.32411463734917145
754,she,grow,2,2,0.32411463734917145
755,i,mount,2,2,0.32411463734917145
756,she,cook,3,2,0.4861719560237572
757,he,photograph,2,2,0.32411463734917145
758,i,text,3,2,0.4861719560237572
759,i,entrance,2,2,0.32411463734917145
760,she,hear,2,2,0.32411463734917145
761,he,check,2,2,0.32411463734917145
762,he,climb,2,2,0.32411463734917145
763,i,nail,2,2,0.32411463734917145
764,he,survive,2,2,0.32411463734917145
765,i,engineer,2,2,0.32411463734917145
766,she,hop,2,2,0.32411463734917145
767,i,perceive,4,2,0.6482292746983429
768,he,phone,2,2,0.32411463734917145
769,he,emphasize,2,2,0.32411463734917145
770,i,escape,2,2,0.32411463734917145
771,i,tuck,2,2,0.32411463734917145
772,she,feed,3,2,0.4861719560237572
773,i,taste,2,2,0.32411463734917145
774,she,cut,2,2,0.32411463734917145
775,she,follow,2,2,0.32411463734917145
776,he,supply,2,2,0.32411463734917145
777,she,film,2,2,0.32411463734917145
778,she,force,2,2,0.32411463734917145
779,i,explode,2,2,0.32411463734917145
780,he,suppose,2,2,0.32411463734917145
781,he,smile,2,2,0.32411463734917145
782,she,found,2,2,0.32411463734917145
783,i,expand,2,2,0.32411463734917145
784,i,panic,2,2,0.32411463734917145
785,he,entertain,2,2,0.32411463734917145
786,i,paralyze,2,2,0.32411463734917145
787,i,team,2,2,0.32411463734917145
788,she,gon,3,2,0.4861719560237572
789,i,swim,2,2,0.32411463734917145
790,he,study,2,2,0.32411463734917145
791,he,pop,2,2,0.32411463734917145
792,i,mentor,3,2,0.4861719560237572
793,i,drink,3,2,0.4861719560237572
794,i,drill,2,2,0.32411463734917145
795,i,portray,3,2,0.4861719560237572
796,i,dress,2,2,0.32411463734917145
797,he,catalog,2,2,0.32411463734917145
798,he,care,3,2,0.4861719560237572
799,he,repeat,2,2,0.32411463734917145
800,i,re,2,2,0.32411463734917145
801,she,choose,2,2,0.32411463734917145
802,he,calculate,2,2,0.32411463734917145
803,i,donate,2,2,0.32411463734917145
804,i,domesticate,2,2,0.32411463734917145
805,he,provide,2,2,0.32411463734917145
806,i,document,2,2,0.32411463734917145
807,she,manage,2,2,0.32411463734917145
808,he,threaten,2,2,0.32411463734917145
809,i,dump,2,2,0.32411463734917145
810,he,struggle,2,2,0.32411463734917145
811,i,plot,2,2,0.32411463734917145
812,she,invent,3,2,0.4861719560237572
813,she,join,2,2,0.32411463734917145
814,i,grasp,2,2,0.32411463734917145
815,i,swallow,2,2,0.32411463734917145
816,he,protect,2,2,0.32411463734917145
817,i,milk,2,2,0.32411463734917145
818,i,surround,2,2,0.32411463734917145
819,i,eliminate,2,2,0.32411463734917145
820,he,challenge,2,2,0.32411463734917145
821,i,fetch,3,2,0.4861719560237572
822,i,mess,2,2,0.32411463734917145
823,she,lay,3,2,0.4861719560237572
824,he,elect,2,2,0.32411463734917145
825,he,thank,2,2,0.32411463734917145
826,she,clear,2,2,0.32411463734917145
827,he,flip,2,2,0.32411463734917145
828,he,fly,2,2,0.32411463734917145
829,he,marry,2,2,0.32411463734917145
830,he,dream,2,2,0.32411463734917145
831,i,cancel,2,2,0.32411463734917145
832,he,analyze,2,2,0.32411463734917145
833,she,talk,2,2,0.32411463734917145
834,he,respond,2,2,0.32411463734917145
835,he,resemble,2,2,0.32411463734917145
836,i,bust,2,2,0.32411463734917145
837,i,issue,2,2,0.32411463734917145
838,she,thank,2,2,0.32411463734917145
839,i,shed,2,2,0.32411463734917145
840,i,yield,2,2,0.32411463734917145
841,he,happen,2,2,0.32411463734917145
842,i,brush,2,2,0.32411463734917145
843,i,bruise,2,2,0.32411463734917145
844,she,touch,2,2,0.32411463734917145
845,i,sew,2,2,0.32411463734917145
846,i,alter,2,2,0.32411463734917145
847,i,shut,2,2,0.32411463734917145
848,i,ruin,2,2,0.32411463734917145
849,he,appeal,3,2,0.4861719560237572
850,he,approach,2,2,0.32411463734917145
851,i,cherish,2,2,0.32411463734917145
852,i,resemble,2,2,0.32411463734917145
853,i,fold,2,2,0.32411463734917145
854,i,resist,2,2,0.32411463734917145
855,i,ski,4,2,0.6482292746983429
856,i,interpret,2,2,0.32411463734917145
857,i,channel,2,2,0.32411463734917145
858,i,affect,3,2,0.4861719560237572
859,he,close,3,2,0.4861719560237572
860,he,drop,2,2,0.32411463734917145
861,he,apply,2,2,0.32411463734917145
862,he,postulate,2,2,0.32411463734917145
863,he,reject,2,2,0.32411463734917145
864,i,aim,2,2,0.32411463734917145
865,i,whip,2,2,0.32411463734917145
866,i,judge,2,2,0.32411463734917145
867,i,slam,2,2,0.32411463734917145
868,i,arrest,2,2,0.32411463734917145
869,she,walk,3,2,0.4861719560237572
870,he,accompany,2,2,0.32411463734917145
871,i,juxtapose,2,2,0.32411463734917145
872,i,frame,2,2,0.32411463734917145
873,i,scare,2,2,0.32411463734917145
874,he,accept,2,2,0.32411463734917145
875,i,scatter,2,2,0.32411463734917145
876,i,schedule,2,2,0.32411463734917145
877,he,represent,2,2,0.32411463734917145
878,he,cut,2,2,0.32411463734917145
879,i,wrap,2,2,0.32411463734917145
880,i,worship,2,2,0.32411463734917145
881,i,wipe,2,2,0.32411463734917145
882,he,download,2,2,0.32411463734917145
883,i,award,2,2,0.32411463734917145
884,i,justify,2,2,0.32411463734917145
885,i,belong,2,2,0.32411463734917145
886,i,bother,2,2,0.32411463734917145
887,i,bend,2,2,0.32411463734917145
888,i,appear,2,2,0.32411463734917145
889,i,bore,2,2,0.32411463734917145
890,i,obsess,2,2,0.32411463734917145
891,he,include,4,2,0.6482292746983429
892,she,trust,2,2,0.32411463734917145
893,i,rush,2,2,0.32411463734917145
894,i,separate,2,2,0.32411463734917145
895,i,approve,2,2,0.32411463734917145
896,i,sense,2,2,0.32411463734917145
897,i,bite,2,2,0.32411463734917145
898,he,require,2,2,0.32411463734917145
899,i,bid,2,2,0.32411463734917145
900,i,arrange,4,2,0.6482292746983429
901,i,select,2,2,0.32411463734917145
902,he,hire,2,2,0.32411463734917145
903,i,hook,2,2,0.32411463734917145
904,i,instruct,2,2,0.32411463734917145
905,he,dedicate,2,2,0.32411463734917145
906,i,hunch,3,2,0.4861719560237572
907,i,contain,2,2,0.32411463734917145
908,he,recite,2,2,0.32411463734917145
909,i,consume,2,2,0.32411463734917145
910,he,recognize,2,2,0.32411463734917145
911,he,yell,2,2,0.32411463734917145
912,he,roll,3,2,0.4861719560237572
913,i,wander,2,2,0.32411463734917145
914,he,focus,2,2,0.32411463734917145
915,i,congratulate,2,2,0.32411463734917145
916,i,confront,2,2,0.32411463734917145
917,i,reduce,2,2,0.32411463734917145
918,she,assemble,2,2,0.32411463734917145
919,i,immerse,2,2,0.32411463734917145
920,i,wanna,2,2,0.32411463734917145
921,i,regain,2,2,0.32411463734917145
922,i,hurt,2,2,0.32411463734917145
923,i,contribute,2,2,0.32411463734917145
924,i,register,2,2,0.32411463734917145
925,he,wish,2,2,0.32411463734917145
926,he,mark,2,2,0.32411463734917145
927,he,devise,2,2,0.32411463734917145
928,she,belong,2,2,0.32411463734917145
929,i,reassure,2,2,0.32411463734917145
930,i,rebuild,2,2,0.32411463734917145
931,she,refuse,2,2,0.32411463734917145
932,i,navigate,2,2,0.32411463734917145
933,i,recite,3,2,0.4861719560237572
934,i,maintain,2,2,0.32411463734917145
935,i,copy,2,2,0.32411463734917145
936,he,destroy,2,2,0.32411463734917145
937,i,cool,2,2,0.32411463734917145
938,he,wipe,2,2,0.32411463734917145
939,he,lift,2,2,0.32411463734917145
940,she,endure,2,2,0.32411463734917145
941,i,instal,4,2,0.6482292746983429
942,he,record,2,2,0.32411463734917145
943,he,form,2,2,0.32411463734917145
944,i,conceive,2,2,0.32411463734917145
945,i,coin,3,2,0.4861719560237572
946,he,jump,2,2,0.32411463734917145
947,i,cofounded,2,2,0.32411463734917145
948,she,answer,2,2,0.32411463734917145
949,i,tour,2,2,0.32411463734917145
950,i,accomplish,2,2,0.32411463734917145
951,i,co,2,2,0.32411463734917145
952,she,dig,2,2,0.32411463734917145
953,i,link,2,2,0.32411463734917145
954,he,assume,2,2,0.32411463734917145
955,i,accumulate,2,2,0.32411463734917145
956,i,line,2,2,0.32411463734917145
957,he,reveal,2,2,0.32411463734917145
958,i,slice,2,2,0.32411463734917145
959,i,claim,2,2,0.32411463734917145
960,i,abuse,2,2,0.32411463734917145
961,i,color,2,2,0.32411463734917145
962,he,kick,2,2,0.32411463734917145
963,i,incorporate,2,2,0.32411463734917145
964,he,laugh,2,2,0.32411463734917145
965,she,die,2,2,0.32411463734917145
966,i,warm,2,2,0.32411463734917145
967,he,land,3,2,0.4861719560237572
968,i,improvise,2,2,0.32411463734917145
969,i,complain,2,2,0.32411463734917145
970,i,include,2,2,0.32411463734917145
971,i,inflate,3,2,0.4861719560237572
972,i,communicate,2,2,0.32411463734917145
973,i,solicit,2,2,0.32411463734917145
974,she,seem,2,2,0.32411463734917145
975,i,absorb,2,2,0.32411463734917145
976,i,generate,2,2,0.32411463734917145
977,he,doubt,1,1,0.14569181880198298
978,i,trigger,1,1,0.14569181880198298
979,he,donate,1,1,0.14569181880198298
980,i,trawl,1,1,0.14569181880198298
981,i,triple,3,1,0.4370754564059489
982,i,verify,1,1,0.14569181880198298
983,i,troll,1,1,0.14569181880198298
984,he,debunk,1,1,0.14569181880198298
985,i,wager,1,1,0.14569181880198298
986,he,deride,1,1,0.14569181880198298
987,he,deny,1,1,0.14569181880198298
988,he,democratize,1,1,0.14569181880198298
989,he,demand,1,1,0.14569181880198298
990,i,warp,1,1,0.14569181880198298
991,i,warrant,1,1,0.14569181880198298
992,he,decrease,1,1,0.14569181880198298
993,he,deal,1,1,0.14569181880198298
994,he,document,1,1,0.14569181880198298
995,he,daunt,1,1,0.14569181880198298
996,i,weed,1,1,0.14569181880198298
997,he,date,1,1,0.14569181880198298
998,i,weld,1,1,0.14569181880198298
999,i,whiled,1,1,0.14569181880198298
1000,i,whisper,1,1,0.14569181880198298
1001,he,dandle,1,1,0.14569181880198298
1002,i,wire,1,1,0.14569181880198298
1003,he,detail,1,1,0.14569181880198298
1004,i,violate,1,1,0.14569181880198298
1005,i,videotape,2,1,0.29138363760396596
1006,he,disclose,1,1,0.14569181880198298
1007,he,divide,1,1,0.14569181880198298
1008,i,tune,1,1,0.14569181880198298
1009,he,ditch,1,1,0.14569181880198298
1010,i,tutor,1,1,0.14569181880198298
1011,i,tweet,2,1,0.29138363760396596
1012,he,disobey,1,1,0.14569181880198298
1013,i,uncover,1,1,0.14569181880198298
1014,he,dislike,1,1,0.14569181880198298
1015,i,unfold,1,1,0.14569181880198298
1016,i,unload,1,1,0.14569181880198298
1017,i,unlock,1,1,0.14569181880198298
1018,i,unveil,1,1,0.14569181880198298
1019,he,discriminate,1,1,0.14569181880198298
1020,i,upgrade,1,1,0.14569181880198298
1021,i,upload,1,1,0.14569181880198298
1022,he,discourage,1,1,0.14569181880198298
1023,i,utter,1,1,0.14569181880198298
1024,i,trap,1,1,0.14569181880198298
1025,i,average,1,1,0.14569181880198298
1026,i,transmit,2,1,0.29138363760396596
1027,he,force,1,1,0.14569181880198298
1028,i,slit,1,1,0.14569181880198298
1029,he,gather,1,1,0.14569181880198298
1030,he,gamble,1,1,0.14569181880198298
1031,i,smoke,1,1,0.14569181880198298
1032,i,smuggle,1,1,0.14569181880198298
1033,he,futzes,1,1,0.14569181880198298
1034,i,socialize,1,1,0.14569181880198298
1035,i,solidify,1,1,0.14569181880198298
1036,he,function,1,1,0.14569181880198298
1037,i,sophiline,1,1,0.14569181880198298
1038,he,free,1,1,0.14569181880198298
1039,i,source,1,1,0.14569181880198298
1040,he,found,1,1,0.14569181880198298
1041,he,forget,1,1,0.14569181880198298
1042,i,spill,1,1,0.14569181880198298
1043,he,govern,1,1,0.14569181880198298
1044,he,fold,1,1,0.14569181880198298
1045,i,spy,1,1,0.14569181880198298
1046,i,squander,1,1,0.14569181880198298
1047,i,square,1,1,0.14569181880198298
1048,i,squash,1,1,0.14569181880198298
1049,i,squeeze,2,1,0.29138363760396596
1050,i,squint,1,1,0.14569181880198298
1051,i,stab,1,1,0.14569181880198298
1052,i,stabilize,1,1,0.14569181880198298
1053,i,stack,1,1,0.14569181880198298
1054,i,stag,1,1,0.14569181880198298
1055,i,stagger,1,1,0.14569181880198298
1056,i,stake,1,1,0.14569181880198298
1057,i,star,1,1,0.14569181880198298
1058,i,slip,1,1,0.14569181880198298
1059,i,slather,1,1,0.14569181880198298
1060,he,drag,1,1,0.14569181880198298
1061,i,shape,1,1,0.14569181880198298
1062,i,seal,1,1,0.14569181880198298
1063,i,search,1,1,0.14569181880198298
1064,i,secret,1,1,0.14569181880198298
1065,i,secure,1,1,0.14569181880198298
1066,i,seduce,1,1,0.14569181880198298
1067,he,hug,1,1,0.14569181880198298
1068,i,seed,1,1,0.14569181880198298
1069,he,hop,1,1,0.14569181880198298
1070,he,hook,1,1,0.14569181880198298
1071,he,hide,2,1,0.29138363760396596
1072,i,sequence,1,1,0.14569181880198298
1073,he,haunt,1,1,0.14569181880198298
1074,he,hat,1,1,0.14569181880198298
1075,he,harness,1,1,0.14569181880198298
1076,i,shazam,1,1,0.14569181880198298
1077,i,slag,1,1,0.14569181880198298
1078,i,shelve,1,1,0.14569181880198298
1079,he,hang,1,1,0.14569181880198298
1080,i,ship,1,1,0.14569181880198298
1081,i,shiver,1,1,0.14569181880198298
1082,i,shock,1,1,0.14569181880198298
1083,he,handcuff,1,1,0.14569181880198298
1084,i,shove,1,1,0.14569181880198298
1085,he,guide,1,1,0.14569181880198298
1086,he,grant,1,1,0.14569181880198298
1087,i,sink,1,1,0.14569181880198298
1088,i,sip,1,1,0.14569181880198298
1089,i,sketch,1,1,0.14569181880198298
1090,i,skip,1,1,0.14569181880198298
1091,i,skype,1,1,0.14569181880198298
1092,he,float,1,1,0.14569181880198298
1093,i,startle,1,1,0.14569181880198298
1094,i,state,1,1,0.14569181880198298
1095,he,enjoy,1,1,0.14569181880198298
1096,i,suspend,1,1,0.14569181880198298
1097,i,swap,1,1,0.14569181880198298
1098,i,sway,1,1,0.14569181880198298
1099,he,expose,1,1,0.14569181880198298
1100,i,sweat,1,1,0.14569181880198298
1101,he,excite,1,1,0.14569181880198298
1102,i,tack,1,1,0.14569181880198298
1103,i,tackle,1,1,0.14569181880198298
1104,i,tag,1,1,0.14569181880198298
1105,he,espouse,1,1,0.14569181880198298
1106,he,eschew,1,1,0.14569181880198298
1107,i,target,1,1,0.14569181880198298
1108,he,envision,1,1,0.14569181880198298
1109,i,tease,1,1,0.14569181880198298
1110,he,engineer,1,1,0.14569181880198298
1111,he,flick,1,1,0.14569181880198298
1112,he,endorse,2,1,0.29138363760396596
1113,he,encourage,1,1,0.14569181880198298
1114,i,testify,1,1,0.14569181880198298
1115,i,texted,2,1,0.29138363760396596
1116,he,email,1,1,0.14569181880198298
1117,i,tie,1,1,0.14569181880198298
1118,i,tint,1,1,0.14569181880198298
1119,i,title,1,1,0.14569181880198298
1120,i,toast,1,1,0.14569181880198298
1121,i,toss,2,1,0.29138363760396596
1122,he,dunk,1,1,0.14569181880198298
1123,he,drown,1,1,0.14569181880198298
1124,he,drain,1,1,0.14569181880198298
1125,i,transfer,1,1,0.14569181880198298
1126,he,express,1,1,0.14569181880198298
1127,i,survive,1,1,0.14569181880198298
1128,i,surprise,1,1,0.14569181880198298
1129,i,surf,1,1,0.14569181880198298
1130,i,steer,1,1,0.14569181880198298
1131,i,stitch,1,1,0.14569181880198298
1132,i,stockpile,2,1,0.29138363760396596
1133,he,filter,1,1,0.14569181880198298
1134,i,store,1,1,0.14569181880198298
1135,i,strain,1,1,0.14569181880198298
1136,i,strap,1,1,0.14569181880198298
1137,i,street,1,1,0.14569181880198298
1138,i,stretch,1,1,0.14569181880198298
1139,he,film,1,1,0.14569181880198298
1140,i,stroke,3,1,0.4370754564059489
1141,i,stroll,1,1,0.14569181880198298
1142,i,structure,1,1,0.14569181880198298
1143,he,fax,1,1,0.14569181880198298
1144,he,fall,1,1,0.14569181880198298
1145,i,stumble,1,1,0.14569181880198298
1146,i,stun,1,1,0.14569181880198298
1147,i,stylize,1,1,0.14569181880198298
1148,i,submerge,1,1,0.14569181880198298
1149,i,subscribe,1,1,0.14569181880198298
1150,i,substitute,1,1,0.14569181880198298
1151,i,succeed,1,1,0.14569181880198298
1152,he,fake,2,1,0.29138363760396596
1153,i,suffice,1,1,0.14569181880198298
1154,he,faint,1,1,0.14569181880198298
1155,i,summon,1,1,0.14569181880198298
1156,i,supervise,1,1,0.14569181880198298
1157,he,extract,1,1,0.14569181880198298
1158,he,extend,1,1,0.14569181880198298
1159,he,cure,1,1,0.14569181880198298
1160,she,circumcise,1,1,0.14569181880198298
1161,he,cup,1,1,0.14569181880198298
1162,she,realize,1,1,0.14569181880198298
1163,she,reinterpret,1,1,0.14569181880198298
1164,she,regrew,1,1,0.14569181880198298
1165,she,refer,1,1,0.14569181880198298
1166,she,record,1,1,0.14569181880198298
1167,she,recognize,1,1,0.14569181880198298
1168,she,receive,1,1,0.14569181880198298
1169,she,recall,1,1,0.14569181880198298
1170,he,bang,1,1,0.14569181880198298
1171,she,relax,1,1,0.14569181880198298
1172,he,banish,1,1,0.14569181880198298
1173,she,re,1,1,0.14569181880198298
1174,she,rap,1,1,0.14569181880198298
1175,he,bat,1,1,0.14569181880198298
1176,she,radiate,1,1,0.14569181880198298
1177,she,question,1,1,0.14569181880198298
1178,he,bear,1,1,0.14569181880198298
1179,she,reinvent,1,1,0.14569181880198298
1180,she,release,1,1,0.14569181880198298
1181,he,campaign,1,1,0.14569181880198298
1182,she,retain,1,1,0.14569181880198298
1183,he,badmouth,1,1,0.14569181880198298
1184,she,row,1,1,0.14569181880198298
1185,she,roll,1,1,0.14569181880198298
1186,she,roam,1,1,0.14569181880198298
1187,she,risk,1,1,0.14569181880198298
1188,she,rewrite,1,1,0.14569181880198298
1189,she,retrain,1,1,0.14569181880198298
1190,she,restrict,1,1,0.14569181880198298
1191,she,relive,1,1,0.14569181880198298
1192,she,respect,1,1,0.14569181880198298
1193,she,request,1,1,0.14569181880198298
1194,she,repurposes,1,1,0.14569181880198298
1195,she,replace,1,1,0.14569181880198298
1196,she,repeat,1,1,0.14569181880198298
1197,she,remind,1,1,0.14569181880198298
1198,he,balance,1,1,0.14569181880198298
1199,she,push,1,1,0.14569181880198298
1200,she,purchase,1,1,0.14569181880198298
1201,he,bewail,1,1,0.14569181880198298
1202,she,move,1,1,0.14569181880198298
1203,she,pack,1,1,0.14569181880198298
1204,she,own,1,1,0.14569181880198298
1205,she,organize,1,1,0.14569181880198298
1206,she,notice,1,1,0.14569181880198298
1207,he,bother,1,1,0.14569181880198298
1208,she,name,1,1,0.14569181880198298
1209,she,murmur,1,1,0.14569181880198298
1210,she,mount,1,1,0.14569181880198298
1211,she,publish,1,1,0.14569181880198298
1212,she,mix,1,1,0.14569181880198298
1213,he,breathe,1,1,0.14569181880198298
1214,she,mind,1,1,0.14569181880198298
1215,he,breed,1,1,0.14569181880198298
1216,he,burn,1,1,0.14569181880198298
1217,he,bury,2,1,0.29138363760396596
1218,she,manufacture,1,1,0.14569181880198298
1219,she,paint,1,1,0.14569181880198298
1220,she,park,1,1,0.14569181880198298
1221,she,partner,1,1,0.14569181880198298
1222,he,bleed,1,1,0.14569181880198298
1223,she,promote,1,1,0.14569181880198298
1224,she,progress,1,1,0.14569181880198298
1225,she,produce,1,1,0.14569181880198298
1226,she,prioritize,1,1,0.14569181880198298
1227,she,press,1,1,0.14569181880198298
1228,she,prep,1,1,0.14569181880198298
1229,she,possess,1,1,0.14569181880198298
1230,she,portray,1,1,0.14569181880198298
1231,she,point,1,1,0.14569181880198298
1232,he,bind,1,1,0.14569181880198298
1233,she,plant,1,1,0.14569181880198298
1234,she,pile,1,1,0.14569181880198298
1235,he,blame,1,1,0.14569181880198298
1236,she,perform,1,1,0.14569181880198298
1237,she,perceive,1,1,0.14569181880198298
1238,she,sample,1,1,0.14569181880198298
1239,he,back,1,1,0.14569181880198298
1240,he,await,1,1,0.14569181880198298
1241,she,torture,1,1,0.14569181880198298
1242,she,treasure,1,1,0.14569181880198298
1243,she,travel,1,1,0.14569181880198298
1244,she,transmit,1,1,0.14569181880198298
1245,she,translate,1,1,0.14569181880198298
1246,she,transgress,1,1,0.14569181880198298
1247,she,transform,1,1,0.14569181880198298
1248,she,train,1,1,0.14569181880198298
1249,she,tie,1,1,0.14569181880198298
1250,she,suppose,2,1,0.29138363760396596
1251,he,advertise,1,1,0.14569181880198298
1252,he,afford,1,1,0.14569181880198298
1253,she,tend,1,1,0.14569181880198298
1254,he,allege,1,1,0.14569181880198298
1255,she,tease,1,1,0.14569181880198298
1256,he,allow,1,1,0.14569181880198298
1257,she,taunt,1,1,0.14569181880198298
1258,he,adopt,1,1,0.14569181880198298
1259,she,understand,1,1,0.14569181880198298
1260,he,accuse,1,1,0.14569181880198298
1261,she,vacuum,1,1,0.14569181880198298
1262,he,abuse,1,1,0.14569181880198298
1263,she,witness,1,1,0.14569181880198298
1264,she,wind,1,1,0.14569181880198298
1265,she,win,1,1,0.14569181880198298
1266,she,wield,2,1,0.29138363760396596
1267,she,whistle,1,1,0.14569181880198298
1268,she,whisper,1,1,0.14569181880198298
1269,she,wed,1,1,0.14569181880198298
1270,she,wave,1,1,0.14569181880198298
1271,she,watch,1,1,0.14569181880198298
1272,she,wash,1,1,0.14569181880198298
1273,she,wait,1,1,0.14569181880198298
1274,she,vomit,1,1,0.14569181880198298
1275,he,accomplish,1,1,0.14569181880198298
1276,she,visit,1,1,0.14569181880198298
1277,she,surround,1,1,0.14569181880198298
1278,she,suggest,1,1,0.14569181880198298
1279,he,avoid,1,1,0.14569181880198298
1280,he,attack,1,1,0.14569181880198298
1281,he,assemble,1,1,0.14569181880198298
1282,she,sign,1,1,0.14569181880198298
1283,she,shut,1,1,0.14569181880198298
1284,he,assure,1,1,0.14569181880198298
1285,she,shake,1,1,0.14569181880198298
1286,he,attach,1,1,0.14569181880198298
1287,she,serve,1,1,0.14569181880198298
1288,he,attempt,1,1,0.14569181880198298
1289,she,subject,1,1,0.14569181880198298
1290,she,select,1,1,0.14569181880198298
1291,she,seek,1,1,0.14569181880198298
1292,he,attend,1,1,0.14569181880198298
1293,she,secure,1,1,0.14569181880198298
1294,she,secrete,1,1,0.14569181880198298
1295,she,scream,1,1,0.14569181880198298
1296,she,scrap,1,1,0.14569181880198298
1297,he,assault,2,1,0.29138363760396596
1298,she,smack,1,1,0.14569181880198298
1299,she,sob,1,1,0.14569181880198298
1300,she,solve,1,1,0.14569181880198298
1301,she,stretch,1,1,0.14569181880198298
1302,he,appear,1,1,0.14569181880198298
1303,she,step,1,1,0.14569181880198298
1304,he,appreciate,1,1,0.14569181880198298
1305,she,stalk,1,1,0.14569181880198298
1306,she,stab,2,1,0.29138363760396596
1307,she,squirt,1,1,0.14569181880198298
1308,she,squint,1,1,0.14569181880198298
1309,she,squeeze,1,1,0.14569181880198298
1310,she,squeal,1,1,0.14569181880198298
1311,she,spread,1,1,0.14569181880198298
1312,she,sprain,1,1,0.14569181880198298
1313,he,arrest,1,1,0.14569181880198298
1314,she,spare,1,1,0.14569181880198298
1315,she,sort,1,1,0.14569181880198298
1316,he,butcher,1,1,0.14569181880198298
1317,he,capture,1,1,0.14569181880198298
1318,he,cruise,1,1,0.14569181880198298
1319,she,capitulate,1,1,0.14569181880198298
1320,she,chew,1,1,0.14569181880198298
1321,he,compose,1,1,0.14569181880198298
1322,he,conceive,1,1,0.14569181880198298
1323,she,chaff,1,1,0.14569181880198298
1324,he,conduct,1,1,0.14569181880198298
1325,she,carry,2,1,0.29138363760396596
1326,she,care,1,1,0.14569181880198298
1327,he,connect,1,1,0.14569181880198298
1328,i,sculpt,1,1,0.14569181880198298
1329,he,contaminate,1,1,0.14569181880198298
1330,he,contemplate,1,1,0.14569181880198298
1331,he,continue,1,1,0.14569181880198298
1332,she,breathe,1,1,0.14569181880198298
1333,she,brainwash,1,1,0.14569181880198298
1334,he,contract,1,1,0.14569181880198298
1335,she,blame,1,1,0.14569181880198298
1336,she,choke,1,1,0.14569181880198298
1337,she,claim,1,1,0.14569181880198298
1338,she,limit,1,1,0.14569181880198298
1339,she,consume,1,1,0.14569181880198298
1340,she,cry,1,1,0.14569181880198298
1341,he,commit,1,1,0.14569181880198298
1342,she,cover,2,1,0.29138363760396596
1343,she,cough,1,1,0.14569181880198298
1344,she,convince,1,1,0.14569181880198298
1345,she,contain,1,1,0.14569181880198298
1346,she,contact,1,1,0.14569181880198298
1347,she,console,1,1,0.14569181880198298
1348,he,complete,1,1,0.14569181880198298
1349,she,consider,1,1,0.14569181880198298
1350,she,concentrate,1,1,0.14569181880198298
1351,she,complete,1,1,0.14569181880198298
1352,she,compare,2,1,0.29138363760396596
1353,she,communicate,1,1,0.14569181880198298
1354,she,command,1,1,0.14569181880198298
1355,he,compare,1,1,0.14569181880198298
1356,she,bend,1,1,0.14569181880198298
1357,she,believe,1,1,0.14569181880198298
1358,he,control,2,1,0.29138363760396596
1359,i,zoom,1,1,0.14569181880198298
1360,she,acquire,1,1,0.14569181880198298
1361,she,acknowledge,2,1,0.29138363760396596
1362,she,achieve,1,1,0.14569181880198298
1363,she,accomplish,1,1,0.14569181880198298
1364,she,accept,1,1,0.14569181880198298
1365,he,crash,1,1,0.14569181880198298
1366,i,♫,2,1,0.29138363760396596
1367,i,yell,1,1,0.14569181880198298
1368,he,convict,1,1,0.14569181880198298
1369,i,yank,1,1,0.14569181880198298
1370,i,xerox,1,1,0.14569181880198298
1371,he,cross,1,1,0.14569181880198298
1372,i,wrestle,1,1,0.14569181880198298
1373,i,wreck,1,1,0.14569181880198298
1374,i,worry,1,1,0.14569181880198298
1375,he,crown,1,1,0.14569181880198298
1376,she,address,1,1,0.14569181880198298
1377,she,admonish,1,1,0.14569181880198298
1378,she,adopt,1,1,0.14569181880198298
1379,she,affect,1,1,0.14569181880198298
1380,she,beat,1,1,0.14569181880198298
1381,he,convince,1,1,0.14569181880198298
1382,he,cook,1,1,0.14569181880198298
1383,she,attempt,1,1,0.14569181880198298
1384,she,attack,1,1,0.14569181880198298
1385,she,assign,1,1,0.14569181880198298
