subject,verb,0
you,catch,2
bacteria,evolve,2
you,charge,2
percent,get,2
baby,start,2
you,climb,2
babies,use,2
babies,love,2
babies,do,2
you,consider,2
we,poll,2
computers,hate,2
everybody,play,2
we,extract,2
we,fear,2
most,do,2
everyone,use,2
we,erase,2
we,inherit,2
fiction,get,2
we,force,2
we,increase,2
we,lock,2
we,include,2
someone,come,2
everybody,pay,2
somebody,take,2
we,embed,2
farmers,spray,2
we,light,2
mom,have,2
we,enjoy,2
we,foster,2
mom,do,2
we,improve,2
we,fail,2
we,monitor,2
field,deflect,2
mother,tell,2
we,double,2
someone,know,2
we,harm,2
everybody,make,2
we,limit,2
we,finish,2
we,overcome,2
fathers,have,2
we,dress,2
everything,change,2
we,interview,2
most,go,2
we,drop,2
mom,tell,2
we,order,2
we,fold,2
father,have,2
figure,show,2
we,own,2
we,internalize,2
we,film,2
experience,give,2
we,listen,2
everyone,want,2
someone,take,2
we,n't,2
feminists,spread,2
everyone,know,2
we,plan,2
we,empower,2
everyone,find,2
we,encourage,2
we,ignore,2
factors,determine,2
something,change,2
exam,happen,2
family,go,2
most,show,2
we,manufacture,2
we,pioneer,2
mom,call,2
mr,thank,2
we,hope,2
we,deviate,2
somebody,put,2
we,destroy,2
we,land,2
we,extend,2
someone,ask,2
we,offer,2
everybody,run,2
feminists,have,2
we,not,2
movie,come,2
mother,die,2
we,pledge,2
some,take,2
someone,start,2
we,hoist,2
we,lead,2
we,marry,2
we,navigate,2
we,expand,2
everybody,see,2
we,perform,2
much,intend,2
music,have,2
school,analyze,1
that,project,1
scholar,understand,1
scandal,bring,1
scientists,ask,1
that,rag,1
scale,mean,1
something,increase,1
that,prioritize,1
something,block,1
schooler,do,1
that,prohibit,1
science,provide,1
something,draw,1
story,receive,1
sb,thank,1
something,get,1
science,question,1
science,become,1
storytelling,craft,1
something,do,1
schulz,tell,1
scientist,do,1
that,prove,1
schools,feed,1
story,let,1
story,lead,1
that,process,1
schooling,use,1
something,hit,1
technologists,call,1
russia,call,1
saying,make,1
rover,discover,1
something,make,1
that,redesign,1
stories,go,1
routes,increase,1
stories,describe,1
roots,make,1
step,start,1
that,reduce,1
rooms,have,1
room,overlook,1
roofs,retain,1
that,regulate,1
romans,have,1
that,release,1
something,present,1
rogers,challenge,1
rocket,get,1
something,rekindle,1
step,learn,1
that,reorganize,1
that,report,1
something,trigger,1
robots,imitate,1
that,resemble,1
that,reserve,1
statue,lose,1
robots,help,1
stories,interest,1
stories,need,1
saving,mean,1
that,recycle,1
saturn,accompany,1
satellites,report,1
sarah,own,1
something,keep,1
santa,save,1
that,raise,1
santa,deliver,1
santa,come,1
story,eclipse,1
safdie,say,1
saddle,turn,1
story,deserve,1
sacks,go,1
something,lead,1
russia,invade,1
russia,do,1
someone,try,1
russell,tell,1
something,let,1
rushing,end,1
rules,change,1
rule,bring,1
storr,select,1
rowing,flip,1
rowing,become,1
rovs,use,1
stories,prompt,1
that,preserve,1
scientists,cut,1
scientists,build,1
storytelling,have,1
that,model,1
student,spend,1
student,write,1
that,mine,1
seaweed,keep,1
sebastian,draw,1
secretary,tell,1
sections,deem,1
sector,learn,1
security,brandish,1
students,allow,1
that,meet,1
someone,steal,1
students,begin,1
security,come,1
student,say,1
seattle,decide,1
that,modify,1
search,lead,1
stu,need,1
student,call,1
that,name,1
scytodes,need,1
scytodes,use,1
student,delete,1
season,delay,1
student,go,1
season,go,1
that,motivate,1
student,get,1
seasons,temper,1
that,monitor,1
someone,step,1
that,mediate,1
that,measure,1
students,cop,1
servants,decide,1
serra,have,1
that,lose,1
students,impact,1
serra,let,1
that,lock,1
serra,realize,1
students,learn,1
serra,go,1
service,ask,1
service,come,1
service,do,1
that,like,1
that,lift,1
services,fill,1
someone,solve,1
series,take,1
students,decide,1
sense,make,1
seed,grant,1
that,mark,1
students,discover,1
selection,take,1
self,match,1
semicolon,make,1
that,manage,1
someone,stand,1
separation,create,1
students,do,1
sergio,witness,1
that,love,1
students,go,1
series,set,1
scripture,teach,1
structures,divide,1
that,not,1
streaks,distort,1
scientists,do,1
stranger,symbolize,1
scientists,engineer,1
scientists,figure,1
strangers,ask,1
scientists,find,1
scientists,follow,1
scientists,discover,1
scientists,go,1
strengthening,attract,1
scientists,insert,1
scientists,mean,1
scientists,measure,1
that,pick,1
that,pinch,1
scientists,decide,1
scientists,scan,1
strains,identify,1
that,predict,1
that,pollinate,1
scientists,call,1
that,polish,1
that,please,1
someone,throw,1
that,plan,1
robot,vary,1
stranger,care,1
scientists,care,1
scientists,come,1
stranger,have,1
that,plague,1
someone,tap,1
scientists,save,1
scientists,sort,1
that,nourish,1
structure,keep,1
screens,get,1
screens,have,1
that,open,1
structure,have,1
screens,isolate,1
scripts,tell,1
structure,last,1
that,operate,1
structure,treat,1
structures,allow,1
that,occupy,1
that,observe,1
that,obscure,1
scripture,govern,1
scranton,thank,1
structure,design,1
scientists,start,1
scientists,want,1
that,pay,1
scientists,tell,1
that,pan,1
that,overwrite,1
scientists,uncover,1
scientists,use,1
strings,dictate,1
scott,speak,1
scientologists,know,1
that,overcome,1
someone,stroke,1
scott,get,1
that,outshine,1
that,outcome,1
robot,work,1
that,ring,1
robot,talk,1
rage,go,1
squad,spend,1
that,swallow,1
spaniards,invent,1
that,sustain,1
that,survive,1
radar,see,1
raid,manage,1
rabbi,recite,1
railings,have,1
rain,wash,1
squeaks,see,1
rainwater,clean,1
rat,keep,1
squid,care,1
rabbit,happen,1
question,start,1
squid,develop,1
that,target,1
queen,have,1
queen,lay,1
queens,dig,1
queens,drop,1
queens,fly,1
sparks,rise,1
queens,go,1
question,hurt,1
queens,start,1
question,annoy,1
that,talk,1
question,change,1
question,have,1
that,symbolize,1
rate,advance,1
rate,rise,1
that,teach,1
ss,show,1
spacecraft,begin,1
ss,forget,1
record,make,1
space,have,1
recording,get,1
recovery,go,1
that,squeeze,1
squid,make,1
that,spread,1
recruiter,tell,1
redcay,try,1
that,spray,1
space,fill,1
reef,hit,1
squid,want,1
that,stay,1
spaces,have,1
ray,leave,1
that,supply,1
rate,succumb,1
ray,bend,1
ray,continue,1
ray,end,1
ray,go,1
reaction,go,1
rebels,take,1
reader,quote,1
squid,eat,1
reality,contradict,1
spacecraft,launch,1
that,suggest,1
that,stun,1
sport,have,1
queen,direct,1
reefs,meet,1
projects,include,1
that,unite,1
projections,have,1
sphere,require,1
projects,have,1
that,unfold,1
that,undertake,1
pronoun,have,1
spencer,look,1
pronunciation,change,1
that,understand,1
protein,become,1
that,underpin,1
protein,go,1
protein,twist,1
projection,appear,1
species,make,1
provider,take,1
speck,explain,1
speck,determine,1
program,tie,1
progress,help,1
progression,find,1
that,visit,1
project,deliver,1
project,progress,1
that,value,1
speechwriter,mean,1
speed,bring,1
that,vary,1
that,vapor,1
project,receive,1
project,revive,1
spider,have,1
species,indicate,1
queen,come,1
purpose,serve,1
purpose,give,1
that,throw,1
purpose,heal,1
species,form,1
purpose,pursue,1
purpose,raise,1
that,think,1
publication,heal,1
spock,analyze,1
purposes,assume,1
puzzle,miss,1
pyramid,build,1
quarter,say,1
that,tear,1
pulses,form,1
publication,have,1
provine,point,1
species,grow,1
spider,spin,1
that,trouble,1
psychologists,call,1
that,trigger,1
psychologists,define,1
spiders,have,1
psychologists,tell,1
spinneret,have,1
that,transform,1
that,transcend,1
species,go,1
psychology,have,1
spiders,share,1
that,track,1
reef,lose,1
reefs,start,1
station,pass,1
returns,start,1
rest,encourage,1
statement,demonstrate,1
that,select,1
rest,expect,1
result,put,1
returns,go,1
that,seek,1
respiration,lead,1
that,scare,1
review,get,1
statement,inspire,1
revolution,break,1
states,begin,1
sort,revolutionize,1
that,send,1
resources,spoil,1
states,certify,1
soul,watch,1
researchers,crystalize,1
researchers,edit,1
sound,fill,1
state,do,1
researchers,measure,1
state,provide,1
researchers,refine,1
residents,have,1
resident,leave,1
state,put,1
residents,give,1
that,sexualize,1
soul,provide,1
state,try,1
that,scan,1
revolution,do,1
researchers,call,1
robot,put,1
session,suppose,1
robot,do,1
robot,have,1
that,reveal,1
robot,move,1
robot,power,1
robot,spin,1
states,review,1
robot,start,1
robot,surpass,1
son,convince,1
states,spend,1
states,throw,1
that,retain,1
robot,create,1
that,risk,1
sony,generate,1
that,run,1
sons,banish,1
revolution,rag,1
states,get,1
rhythms,set,1
that,sacrifice,1
rice,oppose,1
ride,watch,1
states,pass,1
ring,move,1
song,cease,1
son,need,1
states,lose,1
ring,split,1
ringing,thank,1
researchers,coin,1
sounds,come,1
that,spiders,1
that,spell,1
sources,keep,1
regulations,use,1
rehabilitation,keep,1
stagehands,start,1
relations,need,1
stakeholders,change,1
source,bring,1
sow,look,1
relationship,count,1
relationship,provide,1
relationships,deliver,1
stakeholders,intervene,1
release,change,1
religion,affect,1
sources,plaster,1
regions,saw,1
star,find,1
stage,have,1
staff,get,1
reflex,trigger,1
refrigerator,have,1
refrigerator,roll,1
stage,distract,1
refugee,show,1
stage,use,1
space,become,1
regime,overcome,1
regime,send,1
regime,shut,1
stagehands,run,1
region,do,1
region,respond,1
religion,make,1
star,form,1
that,shift,1
researcher,discover,1
stars,feel,1
research,start,1
sounds,localize,1
that,shore,1
sounds,go,1
stars,stitch,1
researcher,find,1
reputation,precede,1
researcher,play,1
researchers,afford,1
researchers,ask,1
that,shine,1
researchers,attack,1
researchers,begin,1
research,help,1
that,shovel,1
soundtrack,play,1
that,slow,1
religion,use,1
religions,get,1
sounds,play,1
religions,teach,1
star,hitch,1
reminder,bring,1
remnick,have,1
reputation,outlive,1
renaissance,come,1
report,release,1
that,sing,1
star,show,1
report,tell,1
that,sign,1
that,let,1
studies,confirm,1
seti,change,1
that,consider,1
simpson,help,1
singer,start,1
sister,mean,1
that,contain,1
that,consume,1
that,constrain,1
teachers,use,1
silkworms,spin,1
sister,promise,1
team,begin,1
that,conserve,1
team,continue,1
team,develop,1
sister,share,1
teachers,score,1
that,contribute,1
that,concern,1
teachers,prescribe,1
that,criminalize,1
signal,raise,1
teacher,use,1
teachers,come,1
signals,say,1
that,crank,1
teachers,scold,1
silks,elicit,1
that,cramp,1
signs,have,1
signs,read,1
silence,thank,1
silk,need,1
somebody,give,1
sister,surpass,1
that,conceal,1
slugs,embody,1
skepticism,hold,1
team,release,1
skaters,ride,1
skeleton,have,1
that,catch,1
that,catalyze,1
team,replace,1
that,captivate,1
sites,shut,1
that,cancel,1
that,bury,1
skull,capture,1
slice,go,1
slice,need,1
team,see,1
that,cavitate,1
that,challenge,1
team,do,1
team,fly,1
that,compose,1
that,complete,1
sister,talented,1
sister,tell,1
somebody,find,1
sisters,keep,1
that,collect,1
team,love,1
sisters,know,1
somebody,drop,1
site,surprise,1
sites,run,1
that,characterize,1
somebody,drink,1
that,cross,1
teacher,tell,1
that,curtail,1
shirley,choose,1
sheet,hold,1
shield,generate,1
shift,rote,1
that,drop,1
ship,poise,1
shirky,capture,1
shirley,have,1
she,work,1
shirley,spend,1
shoots,begin,1
teacher,do,1
shoots,reach,1
shoots,seem,1
that,doubt,1
sheep,make,1
she,witness,1
that,customize,1
taxes,go,1
she,volunteer,1
she,wait,1
talking,spoil,1
tapes,take,1
she,watch,1
that,employ,1
taxpayers,foot,1
she,wind,1
she,wear,1
teach,redesign,1
she,whisper,1
she,whistle,1
that,eliminate,1
she,win,1
that,dominate,1
shortening,age,1
that,divide,1
side,flood,1
shrimp,release,1
shrimps,make,1
that,denounce,1
that,delight,1
that,degrade,1
sibling,have,1
teacher,say,1
teacher,give,1
that,define,1
signal,give,1
that,decline,1
that,dance,1
that,damage,1
that,cut,1
shrimp,have,1
shrimp,approach,1
show,promote,1
show,create,1
shoulder,start,1
that,develop,1
that,dictate,1
that,dictionaries,1
that,differentiate,1
that,direct,1
that,disable,1
teacher,look,1
that,display,1
that,dispute,1
teacher,hand,1
that,disturb,1
shorter,make,1
slugs,do,1
smartphone,do,1
somebody,hear,1
some,wear,1
temperature,get,1
temes,turn,1
temes,force,1
telomeres,renew,1
telomeres,lose,1
some,refuse,1
telomere,send,1
tension,start,1
tears,heal,1
tears,hydrate,1
some,request,1
telomerase,decrease,1
television,seem,1
television,go,1
somebody,ask,1
term,reach,1
telescope,see,1
tg,thank,1
that,abuse,1
some,make,1
some,mean,1
somebody,blow,1
some,n't,1
thanks,bring,1
texting,have,1
some,read,1
texas,get,1
tetrahymena,have,1
tears,bathe,1
some,pay,1
testing,feel,1
terrorists,cite,1
some,saw,1
teenager,sip,1
team,stand,1
some,shun,1
technology,engineer,1
technology,enable,1
technology,do,1
technology,deny,1
technologies,go,1
technology,change,1
technology,build,1
tears,start,1
some,tell,1
technologies,need,1
some,spend,1
some,start,1
technology,advance,1
technologists,hide,1
technology,have,1
technology,include,1
tears,moisturize,1
technology,require,1
teenager,send,1
tears,roll,1
ted,fellows,1
some,watch,1
technology,transform,1
some,see,1
technology,remove,1
some,think,1
technology,provide,1
technology,prompt,1
technology,make,1
technology,lead,1
some,set,1
some,show,1
some,increase,1
that,account,1
that,achieve,1
that,bend,1
that,bite,1
society,go,1
society,run,1
sociologists,demonstrate,1
software,take,1
team,watch,1
soil,enrich,1
sobule,take,1
soldier,bring,1
soldier,want,1
soldiers,film,1
somebody,cut,1
that,be,1
that,avoid,1
society,decide,1
so,bring,1
some,hear,1
snapchatters,use,1
that,broadcast,1
smoke,start,1
that,breed,1
snail,break,1
snapchat,have,1
that,brand,1
snares,do,1
that,bless,1
team,study,1
that,bother,1
team,want,1
that,bore,1
somebody,dance,1
snowball,start,1
that,augment,1
soldiers,force,1
that,attract,1
some,fail,1
some,craze,1
that,afflict,1
some,decrease,1
some,encounter,1
somebody,clean,1
that,address,1
tears,baptize,1
team,win,1
some,feel,1
somebody,choose,1
somebody,bring,1
that,act,1
some,find,1
some,haunt,1
that,afford,1
that,aggregate,1
some,consider,1
some,call,1
teams,observe,1
that,alleviate,1
somebody,come,1
some,begin,1
that,animate,1
some,attempt,1
solzhenitsyn,say,1
that,assign,1
teams,come,1
that,astonish,1
teams,arm,1
that,attack,1
soldiers,get,1
she,visit,1
she,trust,1
someone,see,1
she,die,1
someone,invite,1
someone,grab,1
that,intervene,1
someone,go,1
that,interpret,1
that,internalize,1
someone,fear,1
she,deserve,1
she,distribute,1
she,draw,1
she,drive,1
she,drop,1
she,eat,1
she,encourage,1
she,diagnose,1
she,deal,1
that,install,1
sun,bath,1
sufis,come,1
sufis,drink,1
she,consider,1
that,intrigue,1
she,convince,1
she,cook,1
someone,leave,1
sun,rise,1
she,cry,1
sun,burn,1
sun,have,1
sun,release,1
she,cut,1
she,date,1
she,end,1
she,endure,1
she,invent,1
surgeons,go,1
she,figure,1
she,fill,1
she,fit,1
surgeon,perform,1
she,found,1
surgeon,sit,1
she,grow,1
someone,do,1
someone,chase,1
she,hang,1
someone,accuse,1
somebody,want,1
she,hug,1
she,instal,1
surgeon,have,1
surgeon,control,1
that,inoculate,1
she,explore,1
that,inherit,1
she,engineer,1
sun,send,1
she,explain,1
supervisor,push,1
supervisor,say,1
she,exsanguinates,1
surface,vary,1
she,fascinate,1
she,fear,1
surface,contain,1
she,feel,1
she,felt,1
that,inflict,1
that,involve,1
that,irritate,1
she,confuse,1
shaming,mushroom,1
shalt,have,1
shame,drive,1
students,want,1
shame,feel,1
some,succeed,1
studies,have,1
shape,inform,1
students,try,1
shaw,say,1
that,learn,1
that,leak,1
she,'s,1
studies,need,1
she,absorb,1
shakespeare,call,1
shadow,have,1
she,concentrate,1
seti,use,1
seti,do,1
that,lend,1
seti,help,1
students,rediscover,1
seti,presume,1
students,teach,1
students,tell,1
sexes,use,1
several,create,1
several,decide,1
someone,say,1
that,learners,1
sex,play,1
sex,say,1
she,address,1
she,adopt,1
she,aim,1
she,circumcise,1
she,build,1
subject,describe,1
subject,take,1
subjects,review,1
submersible,have,1
success,hit,1
success,mean,1
someone,report,1
someone,push,1
someone,manage,1
she,communicate,1
success,motivate,1
successes,emerge,1
that,justify,1
someone,put,1
she,break,1
study,try,1
study,strike,1
she,brainwash,1
study,start,1
she,bend,1
study,put,1
she,believe,1
study,end,1
studies,report,1
she,beat,1
she,bear,1
she,be,1
she,attempt,1
she,assign,1
she,apply,1
she,interview,1
she,jump,1
she,treasure,1
she,respect,1
that,fish,1
that,find,1
she,reply,1
systems,replenish,1
that,fight,1
she,repurposes,1
she,restrict,1
somebody,start,1
she,retain,1
she,roam,1
she,row,1
tadpoles,turn,1
tag,record,1
she,scrap,1
she,repeat,1
that,fit,1
that,express,1
she,refer,1
she,recall,1
that,generate,1
that,gain,1
that,funnel,1
she,record,1
that,free,1
systems,'s,1
that,fix,1
systems,go,1
she,release,1
systems,have,1
that,force,1
systems,regulate,1
she,remind,1
that,extrude,1
tags,cost,1
that,imply,1
somebody,rescue,1
taliban,have,1
she,talk,1
she,taunt,1
she,tease,1
that,engineer,1
taliban,perfect,1
she,tie,1
she,switch,1
that,end,1
talk,go,1
she,touch,1
somebody,play,1
she,transmit,1
she,travel,1
somebody,sing,1
she,study,1
she,send,1
that,evade,1
that,exploit,1
tahiti,have,1
taimina,make,1
she,sit,1
she,slam,1
she,smack,1
she,sob,1
taliban,create,1
she,spare,1
talent,need,1
she,speak,1
she,squeal,1
taliban,convert,1
that,enter,1
system,send,1
system,keep,1
she,rap,1
sw,do,1
survivors,go,1
survivors,need,1
she,manage,1
somebody,throw,1
survivors,tell,1
survivors,want,1
somebody,think,1
survivors,get,1
symphony,share,1
synapse,begin,1
that,heat,1
she,mix,1
she,mount,1
she,move,1
she,lure,1
somebody,try,1
she,raise,1
survey,analyze,1
she,knock,1
she,laugh,1
surgeries,go,1
surgery,hurt,1
that,impact,1
she,let,1
she,lie,1
that,host,1
surveys,show,1
she,limit,1
that,imagine,1
that,identify,1
survivors,do,1
she,lose,1
she,murmur,1
that,haunt,1
she,name,1
she,press,1
system,have,1
she,portray,1
she,possess,1
that,grind,1
that,grant,1
that,gon,1
she,prioritize,1
she,need,1
she,produce,1
she,program,1
she,promote,1
species,solve,1
she,publish,1
she,question,1
she,play,1
she,plant,1
that,guide,1
she,plan,1
system,compare,1
she,place,1
she,pick,1
she,perceive,1
that,halt,1
that,halve,1
she,pass,1
she,partner,1
she,pack,1
she,own,1
that,harvest,1
system,address,1
syndromes,suggest,1
spaces,need,1
   ,imagine,1
that,wear,1
which,figure,1
which,intrigue,1
which,inspire,1
which,inhibit,1
which,induce,1
which,immerse,1
which,highlight,1
which,happen,1
which,grant,1
which,go,1
which,found,1
which,exercise,1
which,compromise,1
which,enable,1
which,embed,1
which,document,1
which,discover,1
which,devastate,1
which,detect,1
which,cry,1
which,cost,1
which,contain,1
which,consider,1
which,keep,1
which,lead,1
which,lend,1
which,lie,1
which,relay,1
which,receive,1
which,race,1
which,put,1
which,push,1
which,provide,1
which,prove,1
which,promote,1
which,produce,1
which,prevent,1
which,populate,1
which,persuade,1
which,pass,1
which,paralyze,1
which,overlook,1
which,overinflated,1
which,offend,1
which,occupy,1
which,locate,1
which,live,1
which,list,1
which,connect,1
which,choke,1
we,graduate,1
what,leave,1
what,spread,1
what,show,1
what,shock,1
what,set,1
what,scar,1
what,reduce,1
what,preserve,1
what,predict,1
what,pollinate,1
what,move,1
what,lead,1
which,cause,1
what,kill,1
what,inspire,1
what,infuriate,1
what,hit,1
what,help,1
what,hear,1
what,guide,1
what,fox,1
what,fascinate,1
what,elevate,1
what,stop,1
what,strike,1
what,strip,1
what,sum,1
which,call,1
which,buy,1
which,bother,1
which,bisect,1
which,believe,1
which,begin,1
which,beget,1
which,ban,1
which,augment,1
which,appear,1
which,affect,1
which,address,1
which,access,1
whatever,motivate,1
whatever,have,1
whatever,get,1
whatever,await,1
what,wow,1
what,use,1
what,underlie,1
what,translate,1
which,represent,1
which,set,1
which,shadow,1
who,jump,1
who,murder,1
who,move,1
who,molest,1
who,mimic,1
who,meet,1
who,mean,1
who,mark,1
who,light,1
who,lay,1
who,keep,1
who,invent,1
which,show,1
who,introduce,1
who,intersect,1
who,infect,1
who,host,1
who,hang,1
who,form,1
who,force,1
who,follow,1
who,fold,1
who,find,1
who,open,1
who,orphan,1
who,paralyze,1
who,peddle,1
who,seek,1
who,scold,1
who,saw,1
who,rewrite,1
who,represent,1
who,report,1
who,remove,1
who,remind,1
who,reinforce,1
who,redesign,1
who,recognize,1
who,realize,1
who,ravage,1
who,quit,1
who,pursue,1
who,pump,1
who,publish,1
who,promise,1
who,possess,1
who,plant,1
who,perceive,1
who,fill,1
who,fight,1
who,export,1
who,change,1
who,carry,1
who,brung,1
who,break,1
who,blow,1
who,believe,1
who,beat,1
who,attack,1
who,adore,1
who,abolish,1
who,abhor,1
whiff,bring,1
which,want,1
which,value,1
which,try,1
which,thrill,1
which,threaten,1
which,survive,1
which,suppose,1
which,spin,1
which,solve,1
which,sign,1
who,catch,1
who,chase,1
who,expect,1
who,claim,1
who,employ,1
who,empathize,1
who,document,1
who,disrupt,1
who,dispute,1
who,display,1
who,displace,1
who,dislike,1
who,discover,1
who,destroy,1
who,describe,1
who,denounce,1
who,demonize,1
who,demand,1
who,deliver,1
who,decide,1
who,cross,1
who,control,1
who,continue,1
who,communicate,1
who,collect,1
what,draw,1
what,determine,1
what,concern,1
we,partner,1
we,post,1
we,pose,1
we,poke,1
we,plate,1
we,pivot,1
we,pilot,1
we,pigment,1
we,photograph,1
we,perceive,1
we,pat,1
we,park,1
we,repair,1
we,parachute,1
we,pair,1
we,paint,1
we,overestimate,1
we,operate,1
we,nurture,1
we,nudge,1
we,note,1
we,nail,1
we,modify,1
we,pray,1
we,professionalize,1
we,promise,1
we,promote,1
we,rename,1
we,remain,1
we,relegate,1
we,relate,1
we,reimburse,1
we,reimagined,1
we,register,1
we,refuse,1
we,redress,1
we,redouble,1
we,rediscover,1
we,redesign,1
we,recycle,1
we,record,1
we,reconstruct,1
we,ramp,1
we,radiate,1
we,quit,1
we,quiet,1
we,prototyped,1
we,propel,1
we,misuse,1
we,misunderstand,1
we,mess,1
we,interrelate,1
we,intend,1
we,integrate,1
we,instal,1
we,inhabit,1
we,ingest,1
we,inflict,1
we,infer,1
we,improvise,1
we,impose,1
we,impact,1
we,imitate,1
we,host,1
we,honor,1
we,hesitate,1
we,heat,1
we,hate,1
we,harness,1
we,happen,1
we,hang,1
we,handle,1
we,guide,1
we,interpret,1
we,invert,1
we,merge,1
we,invest,1
we,melt,1
we,medicate,1
we,master,1
we,mash,1
we,march,1
we,manipulate,1
we,lunge,1
we,link,1
we,lie,1
we,leverage,1
we,leapfrog,1
we,laugh,1
we,lack,1
we,label,1
we,kickstart,1
we,kick,1
we,jump,1
we,isolate,1
we,involve,1
we,invoke,1
we,investigate,1
we,rendezvous,1
we,repeat,1
what,come,1
we,transfer,1
we,underestimate,1
we,undeflected,1
we,uncover,1
we,tweak,1
we,tune,1
we,triple,1
we,trawl,1
we,trash,1
we,transmit,1
we,translate,1
we,tie,1
we,replace,1
we,thrive,1
we,thank,1
we,term,1
we,tear,1
we,team,1
we,tackle,1
we,sustain,1
we,suspect,1
we,surpass,1
we,supply,1
we,undo,1
we,value,1
we,vote,1
we,weep,1
what,attract,1
what,attack,1
what,appear,1
what,allow,1
what,achieve,1
whales,see,1
whales,have,1
west,spend,1
were,have,1
wellcome,be,1
wellcome,acquire,1
weight,force,1
weeping,create,1
website,have,1
wearer,have,1
weapons,make,1
we,wrap,1
we,witness,1
we,wire,1
we,widen,1
we,whisper,1
we,summon,1
we,suffer,1
we,succeed,1
we,serve,1
we,sell,1
we,select,1
we,seize,1
we,seed,1
we,saturate,1
we,sapient,1
we,sail,1
we,saddle,1
we,round,1
we,rotate,1
we,roll,1
we,rock,1
we,revolutionize,1
we,reverse,1
we,revere,1
we,reutilize,1
we,retell,1
we,reshape,1
we,repurposed,1
we,reprogram,1
we,reproduce,1
we,separate,1
we,sever,1
we,stymie,1
we,shake,1
we,strive,1
we,strike,1
we,stretch,1
we,strain,1
we,store,1
we,stir,1
we,stick,1
we,step,1
we,stabilize,1
we,squeeze,1
we,squeal,1
we,spray,1
we,spill,1
we,sow,1
we,slide,1
we,sing,1
we,shovel,1
we,shoot,1
we,shine,1
we,shield,1
we,shave,1
who,seem,1
who,send,1
who,set,1
you,lay,1
you,malnourish,1
you,maintain,1
you,loathe,1
you,load,1
you,listen,1
you,list,1
you,light,1
you,lie,1
you,legalize,1
you,lead,1
you,label,1
you,recall,1
you,kick,1
you,justify,1
you,jump,1
you,invite,1
you,introduce,1
you,interpret,1
you,interact,1
you,install,1
you,inseminate,1
you,indulge,1
you,manufacture,1
you,mark,1
you,matter,1
you,merge,1
you,publish,1
you,prove,1
you,promise,1
you,process,1
you,prick,1
you,prevent,1
you,prepare,1
you,prefer,1
you,praise,1
you,persuade,1
you,pat,1
you,own,1
you,observe,1
you,nudge,1
you,note,1
you,neglect,1
you,navigate,1
you,n't,1
you,multiply,1
you,move,1
you,mourn,1
you,immerse,1
you,ignite,1
you,hurt,1
you,fantasize,1
you,extract,1
you,evolve,1
you,engulf,1
you,engineer,1
you,encourage,1
you,embarrass,1
you,dump,1
you,douse,1
you,distort,1
you,dig,1
you,die,1
you,dial,1
you,devour,1
you,detach,1
you,despise,1
you,deliver,1
you,defend,1
you,dedicate,1
you,deconstruct,1
you,deal,1
you,curb,1
you,face,1
you,fault,1
you,humiliate,1
you,figure,1
you,host,1
you,hop,1
you,honor,1
you,hide,1
you,helicopter,1
you,heat,1
you,hang,1
you,hand,1
you,hack,1
you,guess,1
you,grip,1
you,grieve,1
you,grace,1
you,grab,1
you,gon,1
you,gain,1
you,fry,1
you,force,1
you,fly,1
you,flush,1
you,film,1
you,randomly,1
you,reclaim,1
you,crochet,1
you,true,1
you,worry,1
you,wish,1
you,weep,1
you,waste,1
you,vote,1
you,visit,1
you,verb,1
you,unplug,1
you,unlock,1
you,twist,1
you,trip,1
you,record,1
you,travel,1
you,trap,1
you,train,1
you,tie,1
you,tickle,1
you,thank,1
you,texting,1
you,text,1
you,taste,1
you,tackle,1
you,wow,1
you,zoom,1
youngest,have,1
your,find,1
♫,love,1
♫,leave,1
♫,go,1
♫,eat,1
♫,discover,1
♫,catch,1
♫,befriend,1
ʾilla,recite,1
zoning,address,1
zircons,tell,1
zinc,have,1
zero,touch,1
zero,tell,1
zero,launch,1
zang,start,1
yuttho,youtube,1
yuttho,play,1
youtube,come,1
youtube,care,1
youth,turn,1
your,have,1
you,synthesize,1
you,switch,1
you,sweep,1
you,shout,1
you,ship,1
you,shape,1
you,shake,1
you,send,1
you,seed,1
you,seduce,1
you,search,1
you,screw,1
you,roll,1
you,risk,1
you,retell,1
you,respond,1
you,respect,1
you,rescue,1
you,replace,1
you,repeat,1
you,repair,1
you,remind,1
you,rehearse,1
you,refuse,1
you,reduce,1
you,shortchange,1
you,sign,1
you,swallow,1
you,sing,1
you,sustain,1
you,suspend,1
you,survive,1
you,surround,1
you,surprise,1
you,suppress,1
you,support,1
you,suffer,1
you,study,1
you,stroke,1
you,store,1
you,stitch,1
you,step,1
you,stack,1
you,spray,1
you,sponsor,1
you,split,1
you,spell,1
you,solicit,1
you,snap,1
you,skip,1
you,cultivate,1
you,crave,1
who,shatter,1
women,drive,1
women,lift,1
women,leave,1
women,lay,1
women,join,1
women,hold,1
women,give,1
women,find,1
women,express,1
women,experience,1
women,eat,1
women,do,1
work,create,1
women,die,1
women,consider,1
women,come,1
women,close,1
women,change,1
women,celebrate,1
women,carry,1
women,allow,1
women,affect,1
woman,wish,1
women,live,1
women,lose,1
women,marry,1
women,miss,1
work,consider,1
work,bomb,1
words,suppose,1
words,make,1
words,keep,1
words,break,1
word,use,1
word,conjure,1
word,begin,1
women,watch,1
women,use,1
women,try,1
women,spend,1
women,socialize,1
women,see,1
women,seat,1
women,respond,1
women,reinforce,1
