,subject,verb,object
2528,we,need,"[to, know, of, hell]"
2529,we,call,[what]
2530,we,found,[activity]
2531,we,explain,[this]
2532,we,found,[activity]
2533,we,have,[crimes]
2534,we,found,[thing]
2535,we,tend,"[to, fall, in, love, with, somebody, from, the, same, socioeconomic, background, ,, the, same, general, level, of, intelligence, ,, of, good, looks, ,, the, same, religious, values]"
2536,we,evolved,"[personality, types]"
2537,we,going,"[to, end, up, ,, in, the, next, few, years, ,, to, understand, all, kinds, of, brain, mechanisms, that, pull, us, to, one, person, rather, than, another]"
2538,we,carry,[lot]
2539,we,call,[what]
2540,she,beginning,"[to, feel, better]"
2541,she,driving,[song]
2542,she,heard,[song]
2543,she,had,"[to, pull, over, from, the, side, of, the, road, and, cry]"
2544,he,built,[temple]
2545,I,doubt,[many]
2546,I,like,"[to, point, out]"
2547,I,pulled,"[which, shelf]"
2548,I,relate,"[erectus, skeleton]"
2549,I,holding,[that]
2550,I,think,"[to, control, our, numbers]"
2551,I,think,"[evolutionarily, speaking]"
2552,I,leave,[it]
2553,I,thank,[you]
2554,We,have,[past]
2555,We,got,[picture]
2556,We,mark,[it]
2557,We,began,"[to, find, limb, bones]"
2558,We,have,[brain]
2559,We,have,"[to, control, our, numbers]"
2560,We,have,[origin]
2561,We,have,[past]
2562,We,sitting,"[tools, technology]"
2563,we,share,[origins]
2564,we,have,[future]
2565,we,find,[fossil]
2566,we,mark,[it]
2567,we,got,[technology]
2568,we,have,[GPS]
2569,we,take,[photograph]
2570,we,put,[it]
2571,we,found,[it]
2572,we,bring,[information]
2573,we,find,[something]
2574,we,begin,"[to, excavate, it, extremely, carefully, and, slowly, ,, using, dental, picks, and, fine, paintbrushes]"
2575,we,going,"[to, go, to, the, East, African, and, the, Rift, Valley]"
2576,we,spent,[years]
2577,we,begin,"[to, actually, piece, together, our, evolutionary, story]"
2578,we,got,[that]
2579,we,working,[that]
2580,we,trying,"[what, to, find, answers, to]"
2581,we,got,[fossils]
2582,we,dug,[tortoises]
2583,we,found,"[finger, bones]"
2584,we,left,[Africa]
2585,we,have,"[tool, kit]"
2586,we,got,[buggies]
2587,we,mapped,[genome]
2588,we,created,[life]
2589,we,managed,"[to, communicate, with, people, all, over, the, world, ,, from, extraordinary, places]"
2590,we,doing,[what]
2591,we,reached,[numbers]
2592,we,reached,[population]
2593,we,have,"[to, control, our, numbers]"
2594,we,hold,[it]
2595,we,hold,[it]
2596,we,share,[future]
2597,we,have,"[tools, technology]"
2598,we,wanted,[to]
2599,we,do,[that]
2600,we,let,[that]
2601,He,had,[injury]
2602,He,had,[scoliosis]
2603,He,looked,[female]
2604,He,had,[body]
2605,he,remained,[it]
2606,he,recognized,[it]
2607,I,study,[particles]
2608,I,using,[accelerators]
2609,I,turning,[attention]
2610,I,going,"[to, tell, you, about, our, twenty, -, first, -, century, view, of, the, universe, ,, what, it, 's, made, of, and, what, the, big, questions, in, the, physical, sciences, are, —, at, least, some, of, the, big, questions]"
2611,I,mean,"[you, me]"
2612,I,telling,[you]
2613,I,going,"[to, show, a, graph]"
2614,I,putting,[blob]
2615,I,put,[cluster]
2616,I,forget,[matter]
2617,I,like,"[to, see, —, yeah, ,, on, a, cone]"
2618,I,see,[what]
2619,I,save,[bottom]
2620,I,take,[it]
2621,I,have,[lens]
2622,I,grabbed,[piece]
2623,I,put,[galaxies]
2624,I,want,"[what, to, really, emphasize, to, you]"
2625,I,mean,[what]
2626,I,look,[which]
2627,We,measure,"[speeds, velocities]"
2628,We,call,[lensing]
2629,We,shave,[it]
2630,We,call,[it]
2631,We,have,[candidates]
2632,we,use,[what]
2633,we,measured,[speed]
2634,we,find,[what]
2635,we,see,[that]
2636,we,see,[galaxy]
2637,we,take,[snapshot]
2638,we,take,[snapshot]
2639,we,find,[what]
2640,we,see,[that]
2641,we,see,[matter]
2642,we,see,[it]
2643,we,see,[galaxy]
2644,we,deduce,[it]
2645,we,consider,[ray]
2646,we,need,"[to, take, into, account, what, Einstein, predicted, when, he, developed, general, relativity]"
2647,we,live,[space]
2648,we,see,[image]
2649,we,devise,[that]
2650,we,break,[wineglass]
2651,we,see,[this]
2652,we,see,"[arcs, cluster]"
2653,we,do,[what]
2654,we,see,[distortion]
2655,we,have,[that]
2656,we,see,[effects]
2657,we,need,"[to, discuss, something, that, Stephen, Hawking, referred, to, in, the, previous, session]"
2658,we,imagine,[section]
2659,we,need,[something]
2660,we,have,[motivation]
2661,we,need,"[to, put, it, in]"
2662,we,have,"[any, argument]"
2663,we,have,[anything]
2664,we,have,[theories]
2665,he,developed,[relativity]
2666,I,like,"[to, dedicate, this, next, song, to, Carmelo, ,, who, was, put, to, sleep, a, couple, of, days, ago]"
2667,I,a'walking,[dog]
2668,I,a'walking,[dog]
2669,I,a'walking,[dog]
2670,We,make,[home]
2671,I,going,"[to, let, her, introduce, herself, to, everybody]"
2672,I,have,[problem]
2673,I,love,[you]
2674,we,heard,[lot]
2675,we,wrap,[it]
2676,we,have,[cats]
2677,we,like,"[to, encourage, all, of, you, to, do, your, part, to, help, protect, Einstein, 's, animal, friends, ,, and, to, do, your, part, to, help, protect, their, homes, that, they, live, [, in, ]]"
2678,we,ask,[her]
2679,we,want,"[to, protect, your, home]"
2680,She,likes,"[achievement, Einstein]"
2681,She,going,"[to, make, me, do, it]"
2682,she,loves,"[to, take, in, the, arts]"
2683,she,loves,"[to, dance]"
2684,she,telling,[me]
2685,she,had,[problem]
2686,she,like,"[to, give, a, shout, out, to, all, our, animal, friends, back, at, the, Knoxville, Zoo]"
2687,he,engineer,"[pound, peanut]"
2688,I,going,"[to, come, to, speak, to, you]"
2689,I,got,"[ta, call, my, mother]"
2690,I,have,[mother]
2691,I,called,[her]
2692,I,got,"[to, talk, to, you]"
2693,I,got,"[to, talk, to, a, bunch, of, nice, people]"
2694,I,told,[her]
2695,I,have,"[to, talk, to, them, about, stories]"
2696,I,heard,[mother]
2697,I,told,[you]
2698,I,love,[that]
2699,I,going,"[to, tell, you, a, little, story]"
2700,I,telling,[story]
2701,I,telling,[one]
2702,I,introduced,[you]
2703,I,called,[mom]
2704,I,called,[mother]
2705,I,need,"[to, go, to, the, mall]"
2706,I,got,"[to, go]"
2707,I,got,[errand]
2708,I,have,[lot]
2709,I,got,[surprise]
2710,I,yanking,[them]
2711,I,doing,[knots]
2712,I,got,[mouth]
2713,I,got,"[knuckle, grip]"
2714,I,do,[kind]
2715,I,get,[ticket]
2716,I,have,"[to, tell, you, as, she, did, ,]"
2717,I,say,"[Perdon, ,, yo, no, hablo, ingles]"
2718,I,have,"[to, exchange, your, father, 's, underwear]"
2719,I,want,"[to, walk, in]"
2720,I,have,"[thread, metaphors]"
2721,I,sent,[him]
2722,I,read,[it]
2723,I,knew,[it]
2724,I,knew,[it]
2725,I,tell,[you]
2726,I,look,"[passenger, window]"
2727,I,know,[that]
2728,I,want,[vote]
2729,I,embarrassed,[you]
2730,I,know,[it]
2731,I,close,[door]
2732,I,leave,"[phone, books]"
2733,I,tell,[you]
2734,I,got,"[to, look]"
2735,I,seen,"[crime, scene]"
2736,I,got,"[to, look]"
2737,I,know,[part]
2738,I,thinking,"[Accelerator, break]"
2739,I,put,[car]
2740,I,sculpt,[little]
2741,I,gave,[it]
2742,I,follow,[women]
2743,I,said,[honey]
2744,I,said,"[Look, ,, please, ,, let, me, take, care, of, her, ,, OK, ,, because, I, know, her, ,, and, believe, me, ,, she, 's, like, a, small, atomic, weapon, ,, you, know]"
2745,I,know,[her]
2746,I,believe,[me]
2747,I,miss,[it]
2748,I,miss,[her]
2749,I,turn,[honey]
2750,I,says,[honey]
2751,I,going,"[to, drive, you, crazy, probably, for, about, 14]"
2752,We,taking,[car]
2753,We,make,[space]
2754,We,doing,[great]
2755,We,doing,[fine]
2756,We,want,"[blankie, Boo, Bear]"
2757,We,want,"[to, curl, up, and, say, ,, "", Tell, it, to, me, ,, tell, it, to, me]"
2758,we,have,[time]
2759,we,scratching,[stories]
2760,we,doing,[pictographs]
2761,we,had,[urge]
2762,we,left,[father]
2763,we,get,[father]
2764,we,reached,[mall]
2765,we,have,"[to, take, pop, 's, underwear, back, now]"
2766,we,crawled,[feet]
2767,we,doing,[great]
2768,we,love,[stories]
2769,we,love,[story]
2770,we,want,"[to, know, one, more, thing]"
2771,She,engineered,[umbrella]
2772,She,has,"[land, speed]"
2773,She,carries,"[notebook, pen]"
2774,She,wields,[power]
2775,She,holding,"[Kmart, purse]"
2776,She,holding,[tons]
2777,She,got,[seat]
2778,She,hugging,[purse]
2779,She,says,[this]
2780,she,said,[her]
2781,she,said,[mother]
2782,she,become,[rapport]
2783,she,meet,[them]
2784,she,had,[rapport]
2785,she,ended,[day]
2786,she,stopped,[driving]
2787,she,does,[needlepoint]
2788,she,reaches,[catastrophe]
2789,she,pulls,[catastrophe]
2790,she,whistling,[kind]
2791,she,picked,[Highway]
2792,she,points,"[passenger, window]"
2793,she,got,"[to, speak, to, very, slowly, and, distinctly]"
2794,she,talking,"[emergency, brake, door, phone, books, Kmart, purse]"
2795,she,puts,[car]
2796,she,hits,"[emergency, brake]"
2797,she,opens,[door]
2798,she,jumps,"[emergency, brake, door, phone, books, Kmart, purse]"
2799,she,knocks,"[phone, books]"
2800,she,walks,"[emergency, brake, door, phone, books, Kmart, purse]"
2801,she,carrying,"[Kmart, purse]"
2802,she,eats,[portions]
2803,she,writes,[expose]
2804,she,wielding,[it]
2805,she,bringing,[me]
2806,she,reminds,[us]
2807,He,got,"[to, sleep, sometime]"
2808,He,gave,[ticket]
2809,He,give,[ticket]
2810,he,takes,[nap]
2811,he,kill,[me]
2812,he,come,"[to, tell, you, as, she, did, ,, thing]"
2813,he,does,[thing]
2814,he,going,"[to, think, I, 'm, kind, of, cute]"
2815,he,went,"[him, grippers, to, buy, the, boxers]"
2816,he,bought,[grippers]
2817,he,supposed,"[to, buy, the, boxers]"
2818,I,want,"[to, say, thank, you, to, someone]"
2819,I,want,"[to, praise, them]"
2820,I,want,"[to, take, in, their, praise, of, me]"
2821,I,stop,[it]
2822,I,asked,[myself]
2823,I,decided,"[to, investigate]"
2824,I,get,"[to, see, people, who, are, facing, life, and, death, with, addiction]"
2825,I,know,[gentleman]
2826,I,Thank,[you]
2827,I,stay,[you]
2828,I,know,[woman]
2829,I,like,[you]
2830,I,had,[who]
2831,I,thank,[it]
2832,I,blocking,[it]
2833,I,take,[steak]
2834,I,need,"[size, shoes]"
2835,I,giving,[data]
2836,I,telling,[you]
2837,I,telling,[you]
2838,I,need,[help]
2839,I,treating,[you]
2840,I,took,[bike]
2841,I,love,[bike]
2842,I,get,[bike]
2843,I,going,"[to, challenge, all, of, you]"
2844,I,want,"[to, thank, all, of, you, in, the, audience, for, being, great, husbands, ,, great, mothers, ,, friends, ,, daughters, ,, sons]"
2845,we,need,[that]
2846,we,have,"[world, peace]"
2847,she,takes,[responsibility]
2848,she,thanks,[children]
2849,she,need,[what]
2850,he,told,[son]
2851,he,need,[what]
2852,I,spent,[life]
2853,I,learned,[what]
2854,I,took,[that]
2855,I,tell,[stories]
2856,I,studied,"[to, illustrate, this, point, —, Abraham, Lincoln, and, Lyndon, Johnson]"
2857,I,done,[anything]
2858,I,need,[them]
2859,I,told,[them]
2860,I,saw,[that]
2861,I,helped,[him]
2862,I,win,[her]
2863,I,end,"[working, for, him, in, the, White, House]"
2864,I,like,"[to, believe, it, was, because, I, was, a, good, listener]"
2865,I,discovered,[which]
2866,I,loved,"[listening, to, his, tall, tales]"
2867,I,have,[any]
2868,I,known,[him]
2869,I,like,"[to, believe, that, the, privilege, fired, within, me, the, drive, to, understand, the, inner, person, behind, the, public, figure, ,, that, I, 've, tried, to, bring, to, each, of, my, books, since, then]"
2870,I,tried,"[to, bring, to, each, of, my, books, since, then]"
2871,I,record,[history]
2872,I,recounted,[play]
2873,I,telling,[story]
2874,I,learned,"[narrative, art]"
2875,I,had,"[to, confess, in, my, first, confession, two, sins, that, related, to, baseball]"
2876,I,left,[night]
2877,I,traded,[life]
2878,I,buy,[that]
2879,I,had,[sin]
2880,I,told,[priest]
2881,I,tried,"[to, sandwich, it, in, between, talking, too, much, in, church, ,, wishing, harm, to, others, ,, being, mean, to, my, sisters]"
2882,I,had,"[to, say, that, I, wished, that, various, New, York, Yankees, players, would, break, arms, ,, legs, and, ankles, —, (, Laughter, ), —, so, that, the, Brooklyn, Dodgers, could, win, their, first, World, Series]"
2883,I,had,"[to, say]"
2884,I,said,[prayers]
2885,I,tell,[something]
2886,I,love,"[Brooklyn, Dodgers]"
2887,I,promise,[you]
2888,I,gotten,[sons]
2889,I,had,[sons]
2890,I,passed,"[memory, love]"
2891,I,lost,[faith]
2892,I,close,"[eyes, girl]"
2893,I,imagine,[myself]
2894,I,open,[eyes]
2895,I,see,[sons]
2896,I,feel,"[loyalty, love]"
2897,We,want,"[to, hear, about, that, man, who, spoke, with, a, voice, of, thunder, ,, who, laughed, like, the, sunrise, ,, who, came, from, that, place, called, America, ,, which, is, so, far, from, here]"
2898,We,had,[dance]
2899,we,die,[life]
2900,we,going,"[What, to, do]"
2901,we,pledge,"[to, tell, and, to, retell, the, stories, of, their, lives]"
2902,she,hold,[hope]
2903,He,taught,[us]
2904,He,had,[ambition]
2905,He,had,"[to, escape, that, hard, -, scrabble, farm, from, which, he, was, born]"
2906,He,broken,[engagement]
2907,He,said,[anything]
2908,He,won,[seat]
2909,He,repaired,[feelings]
2910,He,shared,[credit]
2911,He,assumed,[responsibility]
2912,He,refused,"[to, be, provoked, by, petty, grievances]"
2913,He,told,[everything]
2914,He,had,[servants]
2915,He,stand,[crowd]
2916,He,entertain,[crowd]
2917,He,said,[problem]
2918,he,read,[books]
2919,he,got,[copy]
2920,he,haunted,[death]
2921,he,develop,[consolation]
2922,he,followed,[cultures]
2923,he,suffered,[that]
2924,he,did,[that]
2925,he,surprised,[nation]
2926,he,won,[election]
2927,he,stunned,[nation]
2928,he,possessed,[array]
2929,he,possessed,[ability]
2930,he,expressed,[convictions]
2931,he,brought,[friend]
2932,he,remembered,[conversation]
2933,he,shaken,[hands]
2934,he,put,[pen]
2935,he,take,[pen]
2936,he,made,[that]
2937,he,had,[resources]
2938,he,kick,[me]
2939,he,said,"[Oh, ,, bring, her, down, here, for, a, year, ,, and, if, I, ca, n't, win, her, over, ,, no, one, can]"
2940,he,chosen,[me]
2941,he,wanted,"[to, discuss, our, relationship]"
2942,he,took,[me]
2943,he,had,[money]
2944,he,owned,[ranch]
2945,he,had,[family]
2946,he,find,[solace]
2947,he,brought,[death]
2948,he,spent,[time]
2949,he,learned,"[which, to, enjoy]"
2950,he,made,[time]
2951,he,imagine,[himself]
2952,he,have,"[to, encounter, it]"
2953,he,had,[hundreds]
2954,he,found,[form]
2955,he,went,"[to, work, in, New, York, during, the, day]"
2956,I,wearing,[sunglasses]
2957,I,took,[this]
2958,I,happen,"[to, find, that, particular, staircase, picture, very, glamorous]"
2959,I,remember,[reading]
2960,I,join,[this]
2961,I,join,[world]
2962,I,do,[talk]
2963,I,admire,[women]
2964,We,know,[everyone]
2965,We,tell,[details]
2966,We,want,[world]
2967,we,mean,[what]
2968,we,use,[it]
2969,we,see,"[glamorized, photos, of, stars, all, the, time]"
2970,we,have,"[glamour, styling]"
2971,we,associate,[it]
2972,we,displace,[them]
2973,we,put,[them]
2974,we,associate,[that]
2975,we,enjoy,[that]
2976,She,looking,"[to, mentally, imagine, her, world]"
2977,She,encouraging,[you]
2978,she,get,[that]
2979,she,has,[sprezzatura]
2980,she,invented,"[spectrum, technology]"
2981,he,drinks,[wine]
2982,he,has,[kinds]
2983,he,painted,[colors]
2984,he,going,"[to, make, up]"
2985,he,gives,[kind]
2986,I,started,"[that, to, understand, the, human, toll, of, the, epidemic]"
2987,I,met,[him]
2988,I,felt,[child]
2989,I,asked,[him]
2990,I,get,[something]
2991,I,thought,[me]
2992,I,photographed,[her]
2993,I,know,[who]
2994,I,reading,"[York, Times]"
2995,I,stunned,[statistics]
2996,I,quit,[job]
2997,I,wanted,"[that, to, tackle]"
2998,I,spent,[month]
2999,she,placed,[him]
3000,she,got,[call]
3001,she,called,"[to, tell, me, that, Joyce, had, passed, away, at, the, age, of, 23]"
3002,He,orphaned,[care]
3003,He,liked,"[to, sit, on, her, lap]"
3004,he,asked,[me]
3005,I,spent,[part]
3006,I,like,"[to, start, by, sharing, with, you, one, moment]"
3007,I,tell,[you]
3008,I,have,"[D, minus]"
3009,I,do,[what]
3010,I,want,"[to, get, a, C., Help, me]"
3011,I,met,[him]
3012,I,want,"[to, feed, those]"
3013,I,want,"[to, feed, the, killers]"
3014,I,want,"[to, feed, the, two, million, people, who, are, with, them]"
3015,I,like,"[to, separate, the, sheep, from, the, wolves]"
3016,I,want,"[to, wrap, up]"
3017,I,want,"[to, close, with, what, I, take, to, be, the, four, lessons, from, Sergio, 's, life, on, this, question, of, how, do, we, prevent, evil, from, prevailing, ,, which, is, how, I, would, have, framed, the, question]"
3018,I,take,[what]
3019,I,framed,[question]
3020,I,use,[word]
3021,I,use,[it]
3022,I,try,"[to, make, it, such]"
3023,I,use,[word]
3024,I,take,[What]
3025,I,mean,[awareness]
3026,I,mentioned,[that]
3027,We,had,"[Holocaust, education]"
3028,We,have,"[to, ask, ourselves, ,, what, now]"
3029,We,put,[people]
3030,We,have,[reason]
3031,We,have,[reason]
3032,We,afford,"[to, pull, back, from, the, world]"
3033,We,rely,"[to, do, the, work, of, necessarily, talking, to, adversaries, on, their, own, without, us, creating, a, space, for, that, to, happen]"
3034,we,getting,"[hundreds, hundreds]"
3035,we,beginning,"[to, develop, endangered, species, movements]"
3036,we,have,[movement]
3037,we,have,"[to, make, it, such]"
3038,we,achieved,[lot]
3039,we,have,[that]
3040,we,wish,[space]
3041,we,done,[more]
3042,we,have,"[credibility, problem, legitimacy, problem]"
3043,we,find,[ourselves]
3044,we,going,"[to, go]"
3045,we,going,"[to, set, up, camps]"
3046,we,going,"[to, supply, humanitarian, aid]"
3047,we,wanted,"[to, stop, the, genocide, and, put, our, troops, in, harm, 's, way, to, do, that]"
3048,we,want,"[to, get, in, the, way, and, pluck, genocidaires, from, camps]"
3049,we,need,"[to, turn, to, now]"
3050,we,lacking,[guidance]
3051,we,prevent,[evil]
3052,we,take,[What]
3053,we,have,"[that, to, be, in, the, room]"
3054,we,talk,[it]
3055,we,do,[it]
3056,we,boast,[people]
3057,we,spent,"[three, billion]"
3058,we,inject,[regard]
3059,we,secured,[material]
3060,we,operating,"[to, ,, again, ,, calibrate, our, relationship, to, the, world, around, us]"
3061,we,trying,"[to, ,, again, ,, calibrate, our, relationship, to, the, world, around, us]"
3062,we,doing,[what]
3063,we,want,"[to, see, change]"
3064,we,have,"[to, become, the, change]"
3065,we,let,[it]
3066,He,governs,[places]
3067,He,has,"[to, decide, on, tax, policy, ,, on, currency, ,, on, border, patrol, ,, on, policing]"
3068,He,has,"[to, make, all, these, judgments]"
3069,He,speaks,[languages]
3070,He,changed,[deal]
3071,He,had,[lot]
3072,He,had,[rules]
3073,He,started,"[to, get, in, the, room, with, evil, ,, to, not, denounce, ,, and, became, almost, obsequious, when, he, won, the, nickname, Serbio, ,, for, instance, ,, and, even, when, he, negotiated, with, the, Khmer, Rouge, would, black, -, box, what, had, occurred, prior, to, entering, the, room]"
3074,He,saw,[them]
3075,he,chased,[flames]
3076,he,earns,[nickname]
3077,he,living,[kinds]
3078,he,conducting,[kinds]
3079,he,named,"[to, balance, liberty, and, security, and, figure, out]"
3080,he,has,"[to, balance, liberty, and, security, and, figure, out]"
3081,he,did,[what]
3082,he,earned,"[himself, appointment]"
3083,he,represents,[U.N.]
3084,he,have,"[power, power]"
3085,he,had,[norms]
3086,he,tried,"[to, use, them]"
3087,he,won,"[nickname, Serbio]"
3088,he,struck,[balance]
3089,he,espoused,[reverence]
3090,he,exhibited,[reverence]
3091,he,paralyzed,[it]
3092,I,doing,[things]
3093,I,doing,[it]
3094,I,have,[word]
3095,I,use,[word]
3096,I,mean,[that]
3097,I,have,[file]
3098,I,have,[plans]
3099,I,have,[clients]
3100,I,doing,[work]
3101,I,want,"[to, show, you, my, work]"
3102,I,doing,[what]
3103,I,made,[hundreds]
3104,I,call,[myself]
3105,I,call,[myself]
3106,I,have,[much]
3107,I,have,"[to, think, what, I, am, going, to, say]"
3108,I,going,"[what, to, say]"
3109,I,started,"[to, do, these, things, 75, years, ago]"
3110,I,made,[things]
3111,I,wanted,"[to, use, them, to, see, the, world]"
3112,I,made,[things]
3113,I,started,[me]
3114,I,had,"[to, apprentice, myself, in, order, to, become, a, pottery, master]"
3115,I,was,"[worker, apprentice]"
3116,I,learned,"[worker, apprentice]"
3117,I,worked,"[worker, apprentice]"
3118,I,had,"[to, actually, learn, every, aspect, of, making, pottery, by, hand]"
3119,I,received,[document]
3120,I,accomplished,"[that, apprenticeship]"
3121,I,behaved,[Guild]
3122,I,got,[workbook]
3123,I,have,[workbook]
3124,I,set,[shop]
3125,I,made,[pottery]
3126,I,sold,[which]
3127,I,sitting,[pots]
3128,I,mean,[pots]
3129,I,sold,[pots]
3130,I,visited,[it]
3131,I,asked,[sorts]
3132,I,have,[pottery]
3133,I,join,[factory]
3134,I,put,[ad]
3135,I,studied,[that]
3136,I,got,[answers]
3137,I,accepted,[one]
3138,I,took,[job]
3139,I,worked,[job]
3140,I,doused,[him]
3141,I,had,[which]
3142,I,supposed,"[to, work, a, very, nicely, modeled, natural, man, 's, organs]"
3143,I,brushed,[them]
3144,I,try,"[speed, it, up, a, little,    , (, Laughter, ),    , Moderator, :, Eva]"
3145,I,have,"[to, tell, you, that, within, five, minutes, I, will, talk, very, fast]"
3146,I,used,[work]
3147,I,had,[nothing]
3148,I,arrested,[months]
3149,I,spent,[months]
3150,I,prepared,[Attentat]
3151,I,want,"[to, tell, you, that, I, actually, did, survive, ,, which, was, a, surprise]"
3152,I,like,"[to, travel, alone]"
3153,We,mashed,[clay]
3154,we,have,"[to, make, ,, produce, ,, lovely, things, throughout, all, of, life]"
3155,we,have,[minutes]
3156,we,had,[trip]
3157,he,asked,[me]
3158,he,visit,[me]
3159,he,did,[me]
3160,he,made,"[art, department]"
3161,he,brought,"[bread, butter]"
3162,I,started,[that]
3163,I,captured,"[caves, most]"
3164,I,re,"[caves, most]"
3165,I,have,"[day, job]"
3166,I,get,"[to, do, some, really, amazing, stuff]"
3167,I,got,[work]
3168,I,do,[work]
3169,I,do,[that]
3170,I,have,[job]
3171,I,blame,"[Soviet, Union]"
3172,I,refusing,"[to, grow, up]"
3173,I,impersonate,"[grown, up]"
3174,I,do,[job]
3175,I,retaining,[quality]
3176,I,applied,"[value, judgment]"
3177,I,thought,[what]
3178,I,introduced,"[NASA, official]"
3179,I,have,"[to, see, growth]"
3180,I,talked,[that]
3181,I,learned,"[to, think, about, Earth, as, an, extraterrestrial, planet]"
3182,I,turn,[head]
3183,I,fail,"[to, do, it]"
3184,I,'s,"[to, scratch, the, surface, of, it, with, you]"
3185,I,begin,"[to, scratch, the, surface, of, it, with, you]"
3186,I,told,[you]
3187,I,made,[that]
3188,I,going,"[to, go, through, all, of, these, projects, now]"
3189,I,want,"[to, talk, specifically, about, the, array, that, you, see, on, the, top]"
3190,I,want,"[to, talk, for, two, seconds, about, caves, and, the, human, expansion, beyond, Earth, as, a, natural, outgrowth, of, the, work, that, we, do, in, caves]"
3191,I,think,"[science, recreation]"
3192,We,written,[number]
3193,We,say,[what]
3194,We,have,"[to, go, in, with, protective, suits, and, breathing, gear]"
3195,We,see,[them]
3196,We,face,[problem]
3197,we,have,[that]
3198,we,do,[that]
3199,we,using,[these]
3200,we,reproduce,[that]
3201,we,spend,[lot]
3202,we,seen,[numbers]
3203,we,have,[information]
3204,we,need,"[to, go, look, for, it]"
3205,we,play,[that]
3206,we,found,[it]
3207,we,protect,[it]
3208,we,find,[it]
3209,we,contaminate,[it]
3210,we,protect,[us]
3211,we,study,[it]
3212,we,have,"[that, to, do]"
3213,we,face,[that]
3214,we,see,[growth]
3215,we,guided,[experience]
3216,we,think,[what]
3217,we,know,[what]
3218,we,recognize,"[what, to, look, for]"
3219,we,apply,[what]
3220,we,found,[that]
3221,we,expect,[that]
3222,we,have,[that]
3223,we,find,[what]
3224,we,call,[what]
3225,we,find,[that]
3226,we,get,[most]
3227,we,want,"[to, do, it, robotically]"
3228,we,going,"[to, be, sending, robotic, missions, to, Mars, long, in, advance, of, human, missions]"
3229,we,find,[that]
3230,we,want,"[to, contaminate, it]"
3231,we,imagining,[devices]
3232,we,find,[that]
3233,we,do,[that]
3234,we,started,"[to, explore, those]"
3235,we,finished,"[NASA, Institute]"
3236,we,gone,"[to, be, a, fairly, simple, and, small, list]"
3237,we,doing,"[science, recreation]"
3238,we,using,[them]
3239,we,go,[life]
3240,we,find,[life]
3241,we,have,"[Mars, missions]"
3242,he,has,[cold]
3243,I,won,[scholarship]
3244,I,won,[ride]
3245,I,played,[softball]
3246,I,doing,[anything]
3247,I,met,[amputee]
3248,I,judge,[it]
3249,I,booked,[flight]
3250,I,done,[it]
3251,I,had,[legs]
3252,I,expecting,[what]
3253,I,saw,[man]
3254,I,decided,"[to, give, this, a, shot, :, heart, pounding]"
3255,I,ran,[race]
3256,I,beat,"[record, holder]"
3257,I,decided,"[to, call, the, track, coach, at, Georgetown]"
3258,I,thank,[god]
3259,I,called,[him]
3260,I,ran,[race]
3261,I,won,[race]
3262,I,want,"[to, see, if, I, can]"
3263,I,need,"[to, just, see, if, I, can, sit, in, on, some, of, your, practices, ,, see, what, drills, you, do, and, whatever]"
3264,I,getting,[myself]
3265,I,met,[man]
3266,I,walked,"[man, posters, magazine, covers]"
3267,I,saw,"[posters, magazine, covers]"
3268,I,coached,[notions]
3269,I,come,"[giving, me, four, days, a, week, of, his, lunch, break]"
3270,I,met,[Frank]
3271,I,joined,"[track, team]"
3272,I,won,"[everything, training, knowing]"
3273,I,going,"[to, have, to, get, used, to,   , seeing, the, backs, of, all, these, women, 's, shirts]"
3274,I,went,[it]
3275,I,made,[it]
3276,I,gotten,"[sprinting, legs]"
3277,I,realize,"[sprinting, legs]"
3278,I,do,[this]
3279,I,going,[meters]
3280,I,blown,[fact]
3281,I,got,[meters]
3282,I,run,[meters]
3283,I,set,[records]
3284,I,done,[jump]
3285,I,did,[it]
3286,I,made,[it]
3287,I,made,[page]
3288,I,delivered,[that]
3289,I,take,[which]
3290,I,telling,[you]
3291,I,tried,"[to, get, it, out, of, anybody, I, could, ,, you, know, ,, "", Who, am, I, running, against, here]"
3292,I,wanted,"[to, find, out, times]"
3293,I,lost,[anything]
3294,I,won,[golds]
3295,I,going,"[to, lose, big]"
3296,I,remember,"[putting, my, blocks, in, and, just, feeling, horrified, because, there, was, just, this, murmur, coming, over, the, crowd, ,, like, ,, the, ones, who, are, close, enough, to, the, starting, line, to, see]"
3297,I,going,"[to, beat, these, girls]"
3298,I,going,"[to, mess, their, heads, a, little]"
3299,I,had,"[to, think, ,, "", Why, did, I, do, this]"
3300,I,do,[this]
3301,I,won,[everything]
3302,I,mean,[fact]
3303,I,set,[sights]
3304,I,want,"[to, take, it, here, for, a, while]"
3305,I,push,[it]
3306,I,apply,[sort]
3307,I,think,[progression]
3308,I,recognize,[progression]
3309,I,are,[toenails]
3310,I,paint,[toenails]
3311,I,wear,[heels]
3312,I,got,"[to, pick, my, height, ,, exactly]"
3313,I,had,[fun]
3314,I,got,"[to, make, sure, I, 've, got, the, right, socket]"
3315,I,got,[socket]
3316,I,got,[legs]
3317,I,put,[both]
3318,I,have,"[to, be, moving]"
3319,I,going,"[to, try, slip, in, it]"
3320,I,run,[world]
3321,I,shocked,[world]
3322,I,had,[feet]
3323,I,hope,"[to, continue, to, be, in, every, new, form, of, prosthetic, limbs, that, come, out]"
